uid,bloco,fontes,citado_por_ambas,ref_ids,status,duplicata_de,inspire_id,autor_ref,primeiro_autor,n_autores,ano_ref,ano_inspire,data_inspire,arxiv,doi,journal,titulo,citacoes,citacoes_sem_auto,idade_anos,citacoes_por_ano,tipo_doc,raw
U0376,B19,AGOSTINI,NAO,A027,OK,,1838396,Agostini,Agostini,,2021,2020,2020-12-27,2012.13938,,"Phys.Rev.D 103, 033008",Discovery probabilities of Majorana neutrinos based on cosmological data,10,4,6,1.67,article,"Agostini, M, G. Benato, S. Dell’Oro, S. Pirro, and F. Vissani (2021a), “Discovery probabilities of Majorana neutrinos based on cosmological data,” Phys. Rev. D 103 (3), 033008, arXiv:2012.13938 [hep-ph]."
U0378,B19,AGOSTINI,NAO,A030,OK,,1837071,Agostini,Agostini,,2021,2020,2020-12-16,2012.09281,,"Phys.Lett.B 815, 136127",Search for Light Exotic Fermions in Double-Beta Decays,21,16,6,3.5,article,"Agostini, M, E. Bossio, A. Ibarra, and X. Marcano (2021c), “Search for Light Exotic Fermions in Double-Beta Decays,” Phys. Lett. B 815, 136127, arXiv:2012.09281 [hep-ph]."
U0380,B19,AGOSTINI,NAO,A044,OK,,1812757,Ajimura,Ajimura,,2021,2020,2020-08-20,2008.09288,,"Phys.Rev.D 103, 092008",Low background measurement in CANDLES-III for studying the neutrino-less double beta decay of 48Ca,35,21,6,5.83,article,"Ajimura, S, et al. (CANDLES) (2021), “Low background measurement in CANDLES-III for studying the neutrino-less double beta decay of 48 Ca,” Phys. Rev. D 103 (9), 092008, arXiv:2008.09288 [hep-ex]."
U0401,B21,GONZALEZ-GARCIA,NAO,G196,OK,,1802107,P. F. de Salas et al.,P. F. de Salas,,2021,2020,2020-06-19,2006.11237,,"JHEP 02, 071",2020 global reassessment of the neutrino oscillation picture,959,835,6,159.83,article,"P. F. de Salas et al., JHEP 02, 071 (2021), [arXiv:2006.11237]."
U0409,B21,GONZALEZ-GARCIA,NAO,G168,OK,,1780817,Y. Abreu et al. (SoLid),Y. Abreu,,2021,2020,2020-02-14,2002.05914,,"JINST 16, P02025",SoLid: a short baseline reactor neutrino experiment,60,46,6,10.0,article,"Y. Abreu et al. (SoLid), JINST 16, 02, P02025 (2021), [arXiv:2002.05914]."
U0439,B22,GONZALEZ-GARCIA,NAO,G161,OK,,1827478,Z. Atif et al. (RENO,Z. Atif,,2022,2020,2020-11-02,2011.00896,,"Phys.Rev.D 105, L111101",Search for sterile neutrino oscillations using RENO and NEOS data,75,68,6,12.5,article,"Z. Atif et al. (RENO, NEOS), Phys. Rev. D 105, 11, L111101 (2022), [arXiv:2011.00896]."
U0870,B44,AGOSTINI,NAO,A042,OK,,1768982,Ahmed,Ahmed,2,2020,2020,2019-12-05,,,Phys.Rev.C 101 (2020) 035504,Interference Effects for $0\nu\beta\beta$ Decay in the Left-Right Symmetric Model,12,9,6,2.0,article,"Ahmed, F, and M. Horoi (2020), “Interference Effects for 0νββ Decay in the Left-Right Symmetric Model,” Phys. Rev. C 101, 035504."
U0871,B44,AGOSTINI,NAO,A130,OK,,1820310,Barabash,Barabash,1,2020,2020,2020-09-27,2009.14451,,Universe 6 (2020) 159,Precise Half-Life Values for Two-Neutrino Double-β Decay: 2020 Review,153,129,6,25.5,article,"Barabash, A (2020), “Precise Half-Life Values for Two- Neutrino Double-β Decay: 2020 Review,” Universe 6, 159, 2009.14451."
U0872,B44,AGOSTINI,NAO,A153,OK,,1838604,Belli,Belli,7,2020,2020,2020-12-13,,,Universe 6 (2020) 239,Double Beta Decay to Excited States of Daughter Nuclei,20,14,6,3.33,article,"Belli, P, R. Bernabei, F. Cappella, V. Caracciolo, R. Cerulli, A. Incicchitti, and V. Merlo (2020), “Double Beta Decay to Excited States of Daughter Nuclei,” Universe 6 (12), 239."
U0873,B44,AGOSTINI,NAO,A171,OK,,1676540,Bodenstein-Dresler,Bodenstein-Dresler,,2020,2020,2018-06-06,,,"Phys.Lett.B 800, 135092 (2020)",Quenching of $g_{\rm A}$ deduced from the $\beta$-spectrum shape of $^{113}$Cd measured with the COBRA experiment,50,18,6,8.33,article,"Bodenstein-Dresler, L, et al. (COBRA) (2020), “Quenching of gA deduced from the β-spectrum shape of 113 Cd measured with the COBRA experiment,” Phys. Lett. B 800, 135092."
U0874,B44,AGOSTINI,NAO,A236,OK,,1774033,Coraggio,Coraggio,5,2020,2020,2020-01-03,2001.00890,,Phys.Rev.C 101 (2020) 044315,Calculation of the neutrinoless double-β decay matrix element within the realistic shell model,112,98,6,18.67,article,"Coraggio, L, A. Gargano, N. Itaco, R. Mancino, and F. Nowacki (2020), “The calculation of the neutrinoless double-beta decay matrix element within the realistic shell model,” Phys. Rev. C 101, 044315, 2001.00890."
U0875,B44,AGOSTINI,NAO,A259,OK,,1781277,Dekens,Dekens,5,2020,2020,2020-02-17,,,JHEP 06 (2020) 097,Sterile neutrinos and neutrinoless double beta decay in effective field theory,117,90,6,19.5,article,"Dekens, Wouter, Jordy de Vries, Kaori Fuyuto, Emanuele Mereghetti, and Guanghui Zhou (2020), “Sterile neutrinos and neutrinoless double beta decay in effective field theory,” JHEP 06, 097."
U0876,B44,AGOSTINI,NAO,A346,OK,,1792678,Fukuda,Fukuda,8,2020,2020,2020-03-21,,,J.Phys.Conf.Ser. 1468 (2020) 012139,ZICOS - Neutrinoless Double Beta Decay experiment using Zr-96 with an organic liquid scintillator,10,7,6,1.67,proceedings,"Fukuda, Y, S. Moriyama, K. Hiraide, I. Ogawa, T. Gunji, R. Hayami, S. Tsukadaw, and S. Kurosawa (2020), “ZICOS - Neutrinoless Double Beta Decay experiment using Zr-96 with an organic liquid scintillator -,” J. Phys. Conf. Ser. 1468 (1), 012139."
U0877,B44,AGOSTINI,NAO,A355,OK,,1792567,Gando,Gando,1,2020,2020,2020-03-21,,,J.Phys.Conf.Ser. 1468 (2020) 012142,First results of KamLAND-Zen 800,38,30,6,6.33,proceedings,"Gando, Y (KamLAND-Zen) (2020), “First results of KamLAND-Zen 800,” J. Phys. Conf. Ser. 1468 (1), 012142."
U0878,B44,AGOSTINI,NAO,A387,NAO_ENCONTRADO,,,Grant,Grant,1,2020,,,,,,Results from kamland-zen and sno+,,,6,,,"Grant, C (2020), “Results from kamland-zen and sno+,” ."
U0879,B44,AGOSTINI,NAO,A420,OK,,1853563,Higashiyama,Higashiyama,6,2020,2020,2020-01-22,,,J.Phys.G 47 (2020) 035102,Nuclear matrix elements of neutrinoless double beta decay for masses 130 and 136 in the shell model,3,3,6,0.5,article,"Higashiyama, K, K. Yanase, N. Yoshinaga, A. Umeya, and E. Uehara, A. Teruya (2020), J. Phys G."
U0880,B44,AGOSTINI,NAO,A426,OK,,1807717,Hoferichter,Hoferichter,3,2020,2020,2020-07-16,2007.08529,,Phys.Rev.D 102 (2020) 074018,Coherent elastic neutrino-nucleus scattering: EFT analysis and nuclear responses,186,157,6,31.0,article,"Hoferichter, M, J. Menéndez, and A. Schwenk (2020), “Coherent elastic neutrino-nucleus scattering: EFT analysis and nuclear responses,” Phys. Rev. D 102, 074018, 2007.08529."
U0881,B45,AGOSTINI,NAO,A436,OK,,1776426,Ianni,Ianni,1,2020,2020,2020-01-17,,,"J. Phys. Conf. Ser. 1342 (1), 012003",Considerations on Underground Laboratories,8,8,6,1.33,proceedings,"Ianni, Aldo (2020), “Considerations on Underground Laboratories,” J. Phys. Conf. Ser. 1342 (1), 012003."
U0883,B45,AGOSTINI,NAO,A482,OK,,1800854,Kumar,Kumar,4,2020,2020,2020-06-09,2007.08122,,"Phys. Rev. C 101, 064304",Second-forbidden nonunique β− decays of Na24 and Cl36 assessed by the nuclear shell model,36,9,6,6.0,article,"Kumar, A, P. C. Srivastava, J. Kostensalo, and J. Suhonen (2020), “Second-forbidden nonunique β− decays of Na24 and Cl36 assessed by the nuclear shell model,” Phys. Rev. C 101, 064304, 2007.08122."
U0884,B45,AGOSTINI,NAO,A548,OK,,1828915,Morrison,Morrison,,2020,2020,2020-11-04,,,"Phys. Rev. C 102, 054304",Quadrupole deformation of 130Xe measured in a Coulomb-excitation experiment,27,23,6,4.5,article,"Morrison, L, et al. (2020), “Quadrupole deformation of 130 Xe measured in a Coulomb-excitation experiment,” Phys. Rev. C 102, 054304."
U0886,B45,AGOSTINI,NAO,A589,OK,,1792295,Pisanti,Pisanti,1,2020,2020,2020-03-21,,,"J. Phys. Conf. Ser. 1468 (1), 012010",Improved nuclear reaction network for a reliable estimate of primordial Deuterium yield,1,1,6,0.17,proceedings,"Pisanti, O (2020), “Improved nuclear reaction network for a reliable estimate of primordial Deuterium yield,” J. Phys. Conf. Ser. 1468 (1), 012010."
U0887,B45,AGOSTINI,NAO,A615,OK,,1805401,Rivilla,Rivilla,,2020,2020,2020-06-22,,,"Nature 583 (7814), 48-54",Fluorescent bicolour sensor for low-background neutrinoless double β decay experiments,29,18,6,4.83,article,"Rivilla, I, et al. (2020), “Fluorescent bicolour sensor for lowbackground neutrinoless double β decay experiments,” Nature 583 (7814), 48-54."
U0888,B45,AGOSTINI,NAO,A635,OK,,1784439,Sarkar,Sarkar,3,2020,2020,2020-03-09,2003.04002,,"Phys. Rev. C 102, 034317",Nuclear matrix elements for λ mechanism of 0νββ of 48Ca in nuclear shell-model: Closure versus nonclosure approach,14,7,6,2.33,article,"Sarkar, S, Y. Iwata, and P. K. Raina (2020), “Nuclear matrix elements for λ mechanism of 0νββ of 48 Ca in nuclear shellmodel: Closure versus nonclosure approach,” Phys. Rev. C 102, 034317, 2003.04002."
U0889,B45,AGOSTINI,NAO,A744,OK,,1812251,Zyla,Zyla,,2020,2020,2020-08-14,,,"PTEP 2020 (8), 083C01",Review of Particle Physics,6840,5879,6,1140.0,review,"Zyla, P A, et al. (Particle Data Group) (2020), “Review of Particle Physics,” PTEP 2020 (8), 083C01, and 2021 update."
U0893,B45,AGOSTINI,NAO,A227,OK,,1837807,Cirigliano,Cirigliano,5,2021,2020,2020-12-21,2012.11602,,"Phys. Rev. Lett. 126, 172002",Toward Complete Leading-Order Predictions for Neutrinoless Double β Decay,101,69,6,16.83,article,"Cirigliano, V, W. Dekens, J. de Vries, M. Hoferichter, and E. Mereghetti (2021b), “Toward Complete Leading-Order Predictions for Neutrinoless Double β Decay,” Phys. Rev. Lett. 126, 172002, 2012.11602."
U0895,B45,AGOSTINI,NAO,A252,OK,,1834605,Davoudi,Davoudi,2,2021,2020,2020-12-03,2012.02083,,"Phys. Rev. Lett. 126, 152003",Path from Lattice QCD to the Short-Distance Contribution to 0νββ Decay with a Light Majorana Neutrino,50,41,6,8.33,article,"Davoudi, Z, and S. V. Kadam (2021), “Path from Lattice QCD to the Short-Distance Contribution to 0νββ Decay with a Light Majorana Neutrino,” Phys. Rev. Lett. 126, 152003, 2012.02083."
U0900,B45,AGOSTINI,NAO,A503,OK,U0395,1814774,Li,Li,3,2021,2020,2020-09-02,,,"Phys. Rev. Lett. 126, 151801",Left-Right Symmetry and Leading Contributions to Neutrinoless Double Beta Decay,46,34,6,7.67,article,"Li, Gang, Michael Ramsey-Musolf, and Juan Carlos Vasquez (2021b), “Left-Right Symmetry and Leading Contributions to Neutrinoless Double Beta Decay,” Phys. Rev. Lett. 126, 151801."
U0904,B46,AGOSTINI,NAO,A646,OK,,1828789,Shimizu,"Shimizu, N",,2021,2020,2020-11-05,2011.03157,,"Phys. Rev. C 103, 014312",Variational approach with the superposition of the symmetry-restored quasiparticle vacua for nuclear shell-model calculations,43,26,6,7.17,,"Shimizu, N, Y. Tsunoda, Y. Utsuno, and T. Otsuka (2021), “Variational approach with the superposition of the symmetry-restored quasiparticle vacua for nuclear shell-model calculations,” Phys. Rev. C 103, 014312, 2011.03157."
U0907,B46,AGOSTINI,NAO,A729,OK,,1823722,Yao,"Yao, J M",,2021,2020,2020-10-16,2010.08609,,"Phys. Rev. C 103, 014315",Ab initio benchmarks of neutrinoless double beta decay in light nuclei with a chiral Hamiltonian,44,23,6,7.33,,"Yao, J M, A. Belley, R. Wirth, T. Miyagi, C. G. Payne, S. R. Stroberg, H. Hergert, and J. D. Holt (2021), “Abinitio benchmarks of neutrinoless double-β decay in light nuclei with a chiral Hamiltonian,” Phys. Rev. C 103, 014315, 2010.08609."
U0962,B49,AGOSTINI,NAO,A052,OK,,1778338,Al Kharusi,"Al Kharusi, S.",,2020,2020,2020-01-31,2002.00108,,"Phys.Rev.Lett. 124, 232502",Measurement of the Spectral Shape of the β-Decay of 137Xe to the Ground State of 137Cs in EXO-200 and Comparison with Theory,11,8,6,1.83,article,"Al Kharusi, S, et al. (EXO-200) (2020), “Measurement of the Spectral Shape of the β-Decay of 137 Xe to the Ground State of 137 Cs in EXO-200 and Comparison with Theory,” Phys. Rev. Lett. 124, 232502, 2002.00108."
U0964,B50,AGOSTINI,NAO,A651,OK,,1773812,Söderström,"Söderström, P A",,2020,2020,2020-01-02,2001.00554,,"Nature Commun. 11, 3242",Electromagnetic character of the competitive γγ/γ-decay from 137mBa,21,13,6,3.5,article,"Söderström, P A, et al. (2020), “Electromagnetic character of the competitive γγ/γ-decay from 137m Ba,” Nature Commun. 11, 3242, 2001.00554."
U0966,B50,AGOSTINI,NAO,A568,OK,,1838627,Nzobadila Ondze,"Nzobadila Ondze, J C",,2021,2020,2020-12-28,,,"Phys. Rev. C 103, 034329","Investigation of pair-correlated 0+ states in 134Ba via the 136Ba(p,t) reaction",7,3,6,1.17,article,"Nzobadila Ondze, J C, et al. (2021), “Investigation of paircorrelated 0+ states in 134 Ba via the 136 Ba(p, t) reaction,” Phys. Rev. C 103, 034329."
U0371,B19,AGOSTINI;GONZALEZ-GARCIA,SIM,A014;G241,OK,,1892243,Abgrall,Abgrall,,2021,2021,2021-07-23,2107.11462,,,The Large Enriched Germanium Experiment for Neutrinoless beta-beta Decay,333,192,5,66.6,article,"Abgrall, N, et al. (LEGEND) (2021), “The Large Enriched Germanium Experiment for Neutrinoless ββ Decay: LEGEND-1000 Preconceptual Design Report,” arXiv:2107.11462 [physics.ins-det]."
U0372,B19,AGOSTINI,NAO,A015,OK,,1856627,Abi,Abi,,2021,2021,2021-04-07,2104.03281,,"Phys.Rev.Lett. 126, 141801",Measurement of the Positive Muon Anomalous Magnetic Moment to 0.46 ppm,2178,2009,5,435.6,article,"Abi, B, et al. (Muon g-2) (2021), “Measurement of the Positive Muon Anomalous Magnetic Moment to 0.46 ppm,” Phys. Rev. Lett. 126 (14), 141801, arXiv:2104.03281 [hep-ex]."
U0373,B19,AGOSTINI;GONZALEZ-GARCIA,SIM,A016;G159,OK,,1856344,Abusleme,Abusleme,,2021,2021,2021-04-06,2104.02565,,"Prog.Part.Nucl.Phys. 123, 103927",JUNO physics and detector,582,283,5,116.4,article,"Abusleme, A, et al. (JUNO) (2021), “JUNO Physics and Detector,” arXiv:2104.02565 [hep-ex]."
U0377,B19,AGOSTINI,NAO,A029,OK,,1887890,Agostini,Agostini,,2021,2021,2021-07-19,2107.09104,,"Phys.Rev.C 104, L042501",Testing the inverted neutrino mass ordering with neutrinoless double-beta decay,32,22,5,6.4,article,"Agostini, M, G. Benato, J. A. Detwiler, J. Menéndez, and F. Vissani (2021b), “Testing the inverted neutrino mass ordering with neutrinoless double-β decay,” Phys. Rev. C 104 (4), L042501, arXiv:2107.09104 [hep-ph]."
U0379,B19,AGOSTINI,NAO,A040,OK,,1848255,Agrawal,Agrawal,,2021,2021,2021-02-24,2102.12143,,"Eur.Phys.J.C 81, 1015",Feebly-Interacting Particles: FIPs 2020 Workshop Report,388,250,5,77.6,article,"Agrawal, Prateek, et al. (2021), “Feebly-interacting particles: FIPs 2020 workshop report,” Eur. Phys. J. C 81 (11), 1015, arXiv:2102.12143 [hep-ph]."
U0381,B20,AGOSTINI;GONZALEZ-GARCIA,SIM,A055;G243,OK,,1860511,Albanese,"Albanese, V",,2021,2021,2021-04-23,2104.11687,,,The SNO+ Experiment,218,156,5,43.6,preprint,"Albanese, V, et al. (SNO+) (2021), “The SNO+ Experiment,” arXiv:2104.11687 [physics.ins-det]."
U0382,B20,AGOSTINI,NAO,A089,OK,,1833573,Armengaud,"Armengaud, E",,2021,2021,2020-11-26,2011.13243,,"Phys.Rev.Lett. 126, 181802",New Limit for Neutrinoless Double-Beta Decay of $^{100}$Mo from the CUPID-Mo Experiment,123,76,5,24.6,article,"Armengaud, E, et al. (CUPID) (2021), “New Limit for Neutrinoless Double-Beta Decay of 100 Mo from the CUPID- Mo Experiment,” Phys. Rev. Lett. 126 (18), 181802, arXiv:2011.13243 [nucl-ex]."
U0383,B20,AGOSTINI,NAO,A126,OK,,1826410,Bally,"Bally, B; A. Sanchez-Fernandez; T. R. Rodriguez",3,2021,2021,2020-10-27,2010.14169,,"Eur.Phys.J.A 57, 69",Symmetry-projected variational calculations with the numerical suite TAURUS: I. Variation after particle-number projection,29,18,5,5.8,article,"Bally, B, A. Sánchez-Fernández, and T. R. Rodrı́guez (2021), “Symmetry-projected variational calculations with the numerical suite TAURUS: I. Variation after particlenumber projection,” Eur. Phys. J. A 57 (2), 69, [Erratum: Eur.Phys.J.A 57, 124 (2021)], arXiv:2010.14169 [nucl-th]."
U0384,B20,AGOSTINI,NAO,A152,OK,,1811887,Belley,"Belley, A; C. G. Payne; S. R. Stroberg; T. Miyagi; J. D. Holt",5,2021,2021,2020-08-14,2008.06588,,"Phys.Rev.Lett. 126, 042502","Ab initio neutrinoless double-beta decay matrix elements for 48Ca, 76Ge, and 82Se",132,114,5,26.4,article,"Belley, A, C. G. Payne, S. R. Stroberg, T. Miyagi, and J. D. Holt (2021), “AbInitio Neutrinoless Double-Beta Decay Matrix Elements for 48 Ca , 76 Ge , and 82 Se,” Phys. Rev. Lett. 126, 042502, arXiv:2008.06588."
U0385,B20,AGOSTINI,NAO,A164,OK,,1817389,Bhattiprolu,"Bhattiprolu, P N; S. P. Martin; J. D. Wells",3,2021,2021,2020-09-15,2009.07249,,"Eur.Phys.J.C 81, 123",Criteria for projected discovery and exclusion sensitivities of counting experiments,38,35,5,7.6,article,"Bhattiprolu, P N, S. P. Martin, and J. D. Wells (2021), “Criteria for projected discovery and exclusion sensitivities of counting experiments,” Eur. Phys. J. C 81 (2), 123, arXiv:2009.07249 [physics.data-an]."
U0386,B20,AGOSTINI,NAO,A179,OK,,1833580,Bolton,"Bolton, P D; F. F. Deppisch; L. Graf; F. Simkovic",4,2021,2021,2020-11-26,2011.13387,,"Phys.Rev.D 103, 055019",Two-Neutrino Double Beta Decay with Sterile Neutrinos,48,31,5,9.6,article,"Bolton, P D, F. F. Deppisch, Lukáš G., and F. Šimkovic (2021), “Two-Neutrino Double Beta Decay with Sterile Neutrinos,” Phys. Rev. D 103 (5), 055019, arXiv:2011.13387 [hep-ph]."
U0387,B20,AGOSTINI,NAO,A184,OK,,1805352,Bouet,"Bouet, R",,2021,2021,2020-07-06,2007.02570,,"JINST 16, P03012",R2D2 spherical TPC: first energy resolution results,19,3,5,3.8,article,"Bouet, R, et al. (2021), “R2D2 spherical TPC: first energy resolution results,” JINST 16 (03), P03012, arXiv:2007.02570 [physics.ins-det]."
U0388,B20,AGOSTINI,NAO,A185,OK,,1912347,Brase,"Brase, Catharina; Javier Menendez; Eduardo Antonio Coello Perez; Achim Schwenk",4,2021,2021,2021-08-26,2108.11805,,,Neutrinoless double-beta decay from an effective field theory for heavy nuclei,25,17,5,5.0,preprint,"Brase, Catharina, Javier Menéndez, Eduardo Antonio Coello Pérez, and Achim Schwenk (2021), “Neutrinoless doublebeta decay from an effective field theory for heavy nuclei,” arXiv:2108.11805 [nucl-th]."
U0389,B20,AGOSTINI,NAO,A202,OK,,1873735,Capozzi,"Capozzi, F; E. Di Valentino; E. Lisi; A. Marrone; A. Melchiorri; A. Palazzo",6,2021,2021,2021-07-01,2107.00532,,"Phys.Rev.D 104, 083031",The unfinished fabric of the three neutrino paradigm,295,270,5,59.0,article,"Capozzi, F, E. Di Valentino, E. Lisi, A. Marrone, A. Melchiorri, and A. Palazzo (2021), “Unfinished fabric of the three neutrino paradigm,” Phys. Rev. D 104 (8), 083031, arXiv:2107.00532 [hep-ph]."
U0390,B20,AGOSTINI,NAO,A253,OK,,1813226,Davoudi,"Davoudi, Zohreh; William Detmold; Kostas Orginos; Assumpta Parreno; Martin J. Savage; Phiala Shanahan; Michael L. Wagman",7,2021,2021,2020-08-25,2008.11160,,"Phys.Rept. 900, 1-74",Nuclear matrix elements from lattice QCD for electroweak and beyond-Standard-Model processes,97,52,5,19.4,review,"Davoudi, Zohreh, William Detmold, Kostas Orginos, Assumpta Parreño, Martin J. Savage, Phiala Shanahan, and Michael L. Wagman (2021), “Nuclear matrix elements from lattice QCD for electroweak and beyond-Standard-Model processes,” Phys. Rept. 900, 1-74, arXiv:2008.11160 [hep-lat]."
U0391,B20,AGOSTINI,NAO,A449,OK,,1976831,Jokiniemi,"Jokiniemi, L; T. Miyagi; S. R. Stroberg; J. D. Holt; J. Kotila; J. Suhonen",6,2021,2021,2021-11-25,2111.12992,,,Ab initio calculation of muon capture on $^{24}$Mg,23,10,5,4.6,preprint,"Jokiniemi, L, T. Miyagi, S. R. Stroberg, J. D. Holt, J. Kotila, and J. Suhonen (2021a), “Ab initio calculation of muon capture on 24 Mg,” arXiv:2111.12992 [nucl-th]."
U0392,B20,AGOSTINI,NAO,A454,OK,,1920889,Jones,"Jones, B J P",,2021,2021,2021-09-08,2109.05902,,,The Dynamics of Ions on Phased Radio-frequency Carpets in High Pressure Gases and Application for Barium Tagging in Xenon Gas Time Projection Chambers,10,2,5,2.0,preprint,"Jones, B J P, et al. (NEXT) (2021), “The Dynamics of Ions on Phased Radio-frequency Carpets in High Pressure Gases and Application for Barium Tagging in Xenon Gas Time Projection Chambers,” arXiv:2109.05902 [physics.ins-det]."
U0393,B20,AGOSTINI,NAO,A480,OK,,1946645,Kotila,"Kotila, Jenni; Jacopo Ferretti; Francesco Iachello",3,2021,2021,2021-10-18,2110.09141,,,Long-range neutrinoless double beta decay mechanisms,16,14,5,3.2,preprint,"Kotila, Jenni, Jacopo Ferretti, and Francesco Iachello (2021), “Long-range neutrinoless double beta decay mechanisms,” arXiv:2110.09141 [hep-ph]."
