uid,bloco,metodo,fontes,ref_ids,autor,ano,arxiv,doi,journal,titulo,raw
U0859,B43,titulo,AGOSTINI,A446,Jiao,2019,,,,"The marriage of rotational and vibrational modes in generator-coordinate-type calculations, with application to neutrinoless double-beta decay","Jiao, C, and C. W. Johnson (2019), “The marriage of rotational and vibrational modes in generator-coordinate-type calculations, with application to neutrinoless double-beta decay,” Phys. Rev. C 100, 031303."
U0860,B43,titulo,AGOSTINI,A451,Jokiniemi,2019,,,,Muon-capture strength functions in intermediate nuclei of 0νββ decays,"Jokiniemi, L, and J. Suhonen (2019), “Muon-capture strength functions in intermediate nuclei of 0νββ decays,” Phys. Rev. C 100, 014619."
U0861,B44,titulo,AGOSTINI,A452,Jokiniemi,2019,,,,Pinning down the strength function for ordinary muon capture on 100 Mo,"Jokiniemi, L, J. Suhonen, H. Ejiri, and I. H. Hashim (2019), “Pinning down the strength function for ordinary muon capture on 100 Mo,” Phys. Lett. B 794, 143-147."
U0862,B44,titulo,AGOSTINI,A498,Lenske,2019,,,,Heavy ion charge exchange reactions as probes for nuclear β-decay,"Lenske, H, F. Cappuzzello, M. Cavallaro, and M. Colonna (2019), “Heavy ion charge exchange reactions as probes for nuclear β-decay,” Prog. Part. Nucl. Phys. 109, 103716."
U0863,B44,titulo,AGOSTINI,A556,Neufcourt,2019,,,,Neutron drip line in the Ca region from Bayesian model averaging,"Neufcourt, L, Y. Cao, W. Nazarewicz, E. Olsen, and F. Viens (2019), “Neutron drip line in the Ca region from Bayesian model averaging,” Phys. Rev. Lett. 122, 062502."
U0864,B44,titulo,AGOSTINI,A617,Robledo,2019,,,,Mean field and beyond description of nuclear structure with the Gogny force: A review,"Robledo, L M, T. R. Rodrı́guez, and R. R. Rodrı́guez- Guzmán (2019), “Mean field and beyond description of nuclear structure with the Gogny force: A review,” J. Phys. G 46, 013001."
U0865,B44,titulo,AGOSTINI,A643,Sharp,2019,,,,Pairing properties of the double-β emitter 116 Cd,"Sharp, D K, S. J. Freeman, B. D. Cropper, P. J. Davies, T. Faestermann, T. M. Hatfield, R. Hertenberger, S. J. F. Hughes, P. T. Macgregor, and H. F Wirth (2019), “Pairing properties of the double-β emitter 116 Cd,” Phys. Rev. C 100, 024329, 1910.12093."
U0866,B44,titulo,AGOSTINI,A656,Stroberg,2019,,,,Non-Empirical Interactions for the Nuclear Shell Model: An Update,"Stroberg, S R, S. K. Bogner, H. Hergert, and J. D. Holt (2019), “Non-Empirical Interactions for the Nuclear Shell Model: An Update,” Ann. Rev. Nucl. Part. Sci. 69, 307- 362."
U0867,B44,titulo,AGOSTINI,A670,Taniuchi,2019,,,,78Ni revealed as a doubly magic stronghold against nuclear deformation,"Taniuchi, R, et al. (2019), “78Ni revealed as a doubly magic stronghold against nuclear deformation,” Nature 568, 53."
U0868,B44,titulo,AGOSTINI,A674,Terasaki,2019,,10.1016/j.apradiso.2004.03.039,,Effective axial-vector current coupling and isoscalar pairing interaction for quasiparticle random-phase approximation approach to double- β and β decays,"Terasaki, J, and Y. Iwata (2019), “Effective axial-vector current coupling and isoscalar pairing interaction for quasiparticle random-phase approximation approach to double- β and β decays,” Phys. Rev. C 100, 034325."
U0869,B44,titulo,AGOSTINI,A710,Wang,2019,,,,Comparison between Variational Monte Carlo and Shell Model Calculations of Neutrinoless Double Beta Decay Matrix Elements in Light Nuclei,"Wang, X B, A. C. Hayes, J. Carlson, G. X. Dong, E. Mereghetti, S. Pastore, and R. B. Wiringa (2019), “Comparison between Variational Monte Carlo and Shell Model Calculations of Neutrinoless Double Beta Decay Matrix Elements in Light Nuclei,” Phys. Lett. B 798, 134974."
U0870,B44,titulo,AGOSTINI,A042,Ahmed,2020,,,,Interference Effects for 0νββ Decay in the Left-Right Symmetric Model,"Ahmed, F, and M. Horoi (2020), “Interference Effects for 0νββ Decay in the Left-Right Symmetric Model,” Phys. Rev. C 101, 035504."
U0871,B44,titulo,AGOSTINI,A130,Barabash,2020,,,,Precise Half-Life Values for Two- Neutrino Double-β Decay: 2020 Review,"Barabash, A (2020), “Precise Half-Life Values for Two- Neutrino Double-β Decay: 2020 Review,” Universe 6, 159, 2009.14451."
U0872,B44,titulo,AGOSTINI,A153,Belli,2020,,,,Double Beta Decay to Excited States of Daughter Nuclei,"Belli, P, R. Bernabei, F. Cappella, V. Caracciolo, R. Cerulli, A. Incicchitti, and V. Merlo (2020), “Double Beta Decay to Excited States of Daughter Nuclei,” Universe 6 (12), 239."
U0873,B44,titulo,AGOSTINI,A171,Bodenstein-Dresler,2020,,,,Quenching of gA deduced from the β-spectrum shape of 113 Cd measured with the COBRA experiment,"Bodenstein-Dresler, L, et al. (COBRA) (2020), “Quenching of gA deduced from the β-spectrum shape of 113 Cd measured with the COBRA experiment,” Phys. Lett. B 800, 135092."
U0874,B44,titulo,AGOSTINI,A236,Coraggio,2020,,,,The calculation of the neutrinoless double-beta decay matrix element within the realistic shell model,"Coraggio, L, A. Gargano, N. Itaco, R. Mancino, and F. Nowacki (2020), “The calculation of the neutrinoless double-beta decay matrix element within the realistic shell model,” Phys. Rev. C 101, 044315, 2001.00890."
U0875,B44,titulo,AGOSTINI,A259,Dekens,2020,,,,Sterile neutrinos and neutrinoless double beta decay in effective field theory,"Dekens, Wouter, Jordy de Vries, Kaori Fuyuto, Emanuele Mereghetti, and Guanghui Zhou (2020), “Sterile neutrinos and neutrinoless double beta decay in effective field theory,” JHEP 06, 097."
U0876,B44,titulo,AGOSTINI,A346,Fukuda,2020,,,,ZICOS - Neutrinoless Double Beta Decay experiment using Zr-96 with an organic liquid scintillator -,"Fukuda, Y, S. Moriyama, K. Hiraide, I. Ogawa, T. Gunji, R. Hayami, S. Tsukadaw, and S. Kurosawa (2020), “ZICOS - Neutrinoless Double Beta Decay experiment using Zr-96 with an organic liquid scintillator -,” J. Phys. Conf. Ser. 1468 (1), 012139."
U0877,B44,titulo,AGOSTINI,A355,Gando,2020,,,,First results of KamLAND-Zen 800,"Gando, Y (KamLAND-Zen) (2020), “First results of KamLAND-Zen 800,” J. Phys. Conf. Ser. 1468 (1), 012142."
U0878,B44,titulo,AGOSTINI,A387,Grant,2020,,,,Results from kamland-zen and sno+,"Grant, C (2020), “Results from kamland-zen and sno+,” ."
U0879,B44,titulo,AGOSTINI,A420,Higashiyama,2020,,,,,"Higashiyama, K, K. Yanase, N. Yoshinaga, A. Umeya, and E. Uehara, A. Teruya (2020), J. Phys G."
U0880,B44,titulo,AGOSTINI,A426,Hoferichter,2020,,,,Coherent elastic neutrino-nucleus scattering: EFT analysis and nuclear responses,"Hoferichter, M, J. Menéndez, and A. Schwenk (2020), “Coherent elastic neutrino-nucleus scattering: EFT analysis and nuclear responses,” Phys. Rev. D 102, 074018, 2007.08529."
U0881,B45,titulo,AGOSTINI,A436,Ianni,2020,,,,Considerations on Underground Laboratories,"Ianni, Aldo (2020), “Considerations on Underground Laboratories,” J. Phys. Conf. Ser. 1342 (1), 012003."
U0882,B45,titulo,AGOSTINI,A476,Kostensalo,2020,,,,Consistent large-scale shell-model analysis of the two-neutrino ββ and single β branchings in 48 Ca and 96 Zr,"Kostensalo, J, and J. Suhonen (2020), “Consistent large-scale shell-model analysis of the two-neutrino ββ and single β branchings in 48 Ca and 96 Zr,” Phys. Lett. B 802, 135192."
U0883,B45,titulo,AGOSTINI,A482,Kumar,2020,,,,Second-forbidden nonunique β− decays of Na24 and Cl36 assessed by the nuclear shell model,"Kumar, A, P. C. Srivastava, J. Kostensalo, and J. Suhonen (2020), “Second-forbidden nonunique β− decays of Na24 and Cl36 assessed by the nuclear shell model,” Phys. Rev. C 101, 064304, 2007.08122."
U0884,B45,titulo,AGOSTINI,A548,Morrison,2020,,,,Quadrupole deformation of 130 Xe measured in a Coulomb-excitation experiment,"Morrison, L, et al. (2020), “Quadrupole deformation of 130 Xe measured in a Coulomb-excitation experiment,” Phys. Rev. C 102, 054304."
U0885,B45,titulo,AGOSTINI,A573,Otsuka,2020,,,,Evolution of shell structure in exotic nuclei,"Otsuka, Takaharu, Alexandra Gade, Olivier Sorlin, Toshio Suzuki, and Yutaka Utsuno (2020), “Evolution of shell structure in exotic nuclei,” Rev. Mod. Phys. 92, 015002."
U0886,B45,titulo,AGOSTINI,A589,Pisanti,2020,,,,Improved nuclear reaction network for a reliable estimate of primordial Deuterium yield,"Pisanti, O (2020), “Improved nuclear reaction network for a reliable estimate of primordial Deuterium yield,” J. Phys. Conf. Ser. 1468 (1), 012010."
U0887,B45,titulo,AGOSTINI,A615,Rivilla,2020,,,,Fluorescent bicolour sensor for lowbackground neutrinoless double β decay experiments,"Rivilla, I, et al. (2020), “Fluorescent bicolour sensor for lowbackground neutrinoless double β decay experiments,” Nature 583 (7814), 48-54."
U0888,B45,titulo,AGOSTINI,A635,Sarkar,2020,,,,Nuclear matrix elements for λ mechanism of 0νββ of 48 Ca in nuclear shellmodel: Closure versus nonclosure approach,"Sarkar, S, Y. Iwata, and P. K. Raina (2020), “Nuclear matrix elements for λ mechanism of 0νββ of 48 Ca in nuclear shellmodel: Closure versus nonclosure approach,” Phys. Rev. C 102, 034317, 2003.04002."
U0889,B45,titulo,AGOSTINI,A744,Zyla,2020,,,,Review of Particle Physics,"Zyla, P A, et al. (Particle Data Group) (2020), “Review of Particle Physics,” PTEP 2020 (8), 083C01, and 2021 update."
U0890,B45,titulo,AGOSTINI,A085,Arling,2021,,,,Commissioning of the COBRA extended demonstrator at the LNGS,"Arling, J H, et al. (2021), “Commissioning of the COBRA extended demonstrator at the LNGS,” Nucl. Instrum. Meth. A 1010, 165524."
U0891,B45,titulo,AGOSTINI,A146,Basak,2021,,,,Shape coexistence scenario in Sm150 from a γ-γ fast-timing measurement,"Basak, S, S. S. Alam, D. Kumar, A. Saha, and T. Bhattacharjee (2021), “Shape coexistence scenario in Sm150 from a γ-γ fast-timing measurement,” Phys. Rev. C 104, 024320."
U0892,B45,titulo,AGOSTINI,A226,Cirigliano,2021,,,,Determining the leading-order contact term in neutrinoless double β decay,"Cirigliano, V, W. Dekens, J. de Vries, M. Hoferichter, and E. Mereghetti (2021a), “Determining the leading-order contact term in neutrinoless double β decay,” JHEP 05, 289, 2102.03371."
U0893,B45,titulo,AGOSTINI,A227,Cirigliano,2021,,,,Toward Complete Leading-Order Predictions for Neutrinoless Double β Decay,"Cirigliano, V, W. Dekens, J. de Vries, M. Hoferichter, and E. Mereghetti (2021b), “Toward Complete Leading-Order Predictions for Neutrinoless Double β Decay,” Phys. Rev. Lett. 126, 172002, 2012.11602."
U0894,B45,titulo,AGOSTINI,A245,Cruz-Torres,2021,,,,Many-body factorization and position-momentum equivalence of nuclear short-range correlations,"Cruz-Torres, R, et al. (2021), “Many-body factorization and position-momentum equivalence of nuclear short-range correlations,” Nature Phys. 17, 306-310."
U0895,B45,titulo,AGOSTINI,A252,Davoudi,2021,,,,Path from Lattice QCD to the Short-Distance Contribution to 0νββ Decay with a Light Majorana Neutrino,"Davoudi, Z, and S. V. Kadam (2021), “Path from Lattice QCD to the Short-Distance Contribution to 0νββ Decay with a Light Majorana Neutrino,” Phys. Rev. Lett. 126, 152003, 2012.02083."
U0896,B45,titulo,AGOSTINI,A299,ENSDF,2021,,,,,"ENSDF, (2021), http://www.nndc.bnl.gov/ensdf."
U0897,B45,titulo,AGOSTINI,A450,Jokiniemi,2021,,,,Impact of the leading-order short-range nuclear matrix element on the neutrinoless double-beta decay of heavy nuclei,"Jokiniemi, L, P. Soriano, and J. Menéndez (2021b), “Impact of the leading-order short-range nuclear matrix element on the neutrinoless double-beta decay of heavy nuclei,” 2107.13354."
U0898,B45,titulo,AGOSTINI,A469,Kleemann,2021,,,,Majorana parameters of the interacting boson model of nuclear structure and their implication for 0νββ decay,"Kleemann, J, et al. (2021), “Majorana parameters of the interacting boson model of nuclear structure and their implication for 0νββ decay,” Phys. Rev. C 104 (6), L061302."
U0899,B45,titulo,AGOSTINI,A483,Kumar,2021,,,,"Secondforbidden nonunique β − decays of 59,60 Fe:possible candidates for gA sensitive electron spectral-shape measurements","Kumar, A, P. C. Srivastava, and J. Suhonen (2021), “Secondforbidden nonunique β − decays of 59,60 Fe:possible candidates for gA sensitive electron spectral-shape measurements,” Eur. Phys. J. A 57, 225, 2101.03046."
U0900,B45,titulo,AGOSTINI,A503,Li,2021,,,,Left-Right Symmetry and Leading Contributions to Neutrinoless Double Beta Decay,"Li, Gang, Michael Ramsey-Musolf, and Juan Carlos Vasquez (2021b), “Left-Right Symmetry and Leading Contributions to Neutrinoless Double Beta Decay,” Phys. Rev. Lett. 126, 151801."
U0901,B46,titulo,AGOSTINI,A563,Nones,2021,,,,Bingo,"Nones, C (2021), “Bingo,” Presentation at TAUP 2021."
U0902,B46,titulo,AGOSTINI,A608,Rebeiro,2021,,,,"Spectroscopy of states in 136 Ba using the 138 Ba(p, t) reaction","Rebeiro, B M, et al. (2021), “Spectroscopy of states in 136 Ba using the 138 Ba(p, t) reaction,” Phys. Rev. C 104, 034309."
U0903,B46,titulo,AGOSTINI,A613,Richardson,2021,,,,Large-Nc analysis of two-nucleon neutrinoless double-β decay and chargeindependence-breaking contact terms,"Richardson, Thomas R, Matthias R. Schindler, Saori Pastore, and Roxanne P. Springer (2021), “Large-Nc analysis of two-nucleon neutrinoless double-β decay and chargeindependence-breaking contact terms,” Phys. Rev. C 103, 055501."
U0904,B46,titulo,AGOSTINI,A646,Shimizu,2021,,,,Variational approach with the superposition of the symmetry-restored quasiparticle vacua for nuclear shell-model calculations,"Shimizu, N, Y. Tsunoda, Y. Utsuno, and T. Otsuka (2021), “Variational approach with the superposition of the symmetry-restored quasiparticle vacua for nuclear shell-model calculations,” Phys. Rev. C 103, 014312, 2011.03157."
U0905,B46,titulo,AGOSTINI,A716,Welliver,2021,,,,,"Welliver, B (2021), Talk at APS-DNP 2021 Conference."
U0906,B46,titulo,AGOSTINI,A681,XUNDL,2021,,,,,"XUNDL, (2021), http://www.nndc.bnl.gov/ensdf/ensdf/ xundl.jsp."
U0907,B46,titulo,AGOSTINI,A729,Yao,2021,,,,Abinitio benchmarks of neutrinoless double-β decay in light nuclei with a chiral Hamiltonian,"Yao, J M, A. Belley, R. Wirth, T. Miyagi, C. G. Payne, S. R. Stroberg, H. Hergert, and J. D. Holt (2021), “Abinitio benchmarks of neutrinoless double-β decay in light nuclei with a chiral Hamiltonian,” Phys. Rev. C 103, 014315, 2010.08609."
U0908,B46,titulo,AGOSTINI,A738,Yue,2021,,,,Cdex-300ν: neutrinoless double beta decay experiment based on 76 ge,"Yue, Qian (2021), “Cdex-300ν: neutrinoless double beta decay experiment based on 76 ge,” TAUP."
U0909,B46,titulo,AGOSTINI,A004,Aaltonen,2022,,,,High-precision measurement of the W boson mass with the CDF II detector,"Aaltonen, T, et al. (CDF) (2022), “High-precision measurement of the W boson mass with the CDF II detector,” Science 376 (6589), 170-176."
U0910,B46,titulo,AGOSTINI,A183,Bossio,2022,,,,A review of exotic physics searches with double-beta decay,"Bossio, E, and M. Agostini (2022), “A review of exotic physics searches with double-beta decay,” To appear in September 2022."
U0911,B46,titulo,AGOSTINI,A237,Coraggio,2022,,,,Shell-model calculation of Mo double-β decay,"Coraggio, L, N. Itaco, G. De Gregorio, A. Gargano, R. Mancino, and F. Nowacki (2022), “Shell-model calculation of Mo double-β decay,” Phys. Rev. C 105, 034312."
U0912,B46,titulo,AGOSTINI,A254,Davoudi,2022,,,,Extraction of low-energy constants of single- and double-β decays from lattice QCD: A sensitivity analysis,"Davoudi, Zohreh, and Saurabh V. Kadam (2022), “Extraction of low-energy constants of single- and double-β decays from lattice QCD: A sensitivity analysis,” Phys. Rev. D 105, 094502."
U0913,B46,titulo,AGOSTINI,A419,Hicks,2022,,,,Nuclear structure of Te130 from inelastic neutron scattering and shell model analysis,"Hicks, S F, et al. (2022), “Nuclear structure of Te130 from inelastic neutron scattering and shell model analysis,” Phys. Rev. C 105, 024329."
U0914,B46,titulo,AGOSTINI,A422,Hinohara,2022,,,,Global calculation of two-neutrino double-β decay within the finite amplitude method in nuclear density functional theory,"Hinohara, Nobuo, and Jonathan Engel (2022), “Global calculation of two-neutrino double-β decay within the finite amplitude method in nuclear density functional theory,” Phys. Rev. C 105, 044314."
U0915,B46,titulo,AGOSTINI,A559,Ney,2022,,,,Two-body weak currents in heavy nuclei,"Ney, E M, J. Engel, and N. Schunck (2022), “Two-body weak currents in heavy nuclei,” Phys. Rev. C 105, 034349."
U0916,B46,titulo,AGOSTINI,A562,Nomura,2022,,,,Two-neutrino double-β decay in the mapped interacting boson model,"Nomura, Kosuke (2022), “Two-neutrino double-β decay in the mapped interacting boson model,” Phys. Rev. C 105, 044301."
U0917,B46,titulo,AGOSTINI,A732,Yao,2022,,,,Beyondmean-field approaches for nuclear neutrinoless double beta decay in the standard mechanism,"Yao, J M, J. Meng, Y. F. Niu, and P. Ring (2022b), “Beyondmean-field approaches for nuclear neutrinoless double beta decay in the standard mechanism,” Prog. Part. Nucl. Phys. 126, 103965."
U0918,B46,titulo,GONZALEZ-GARCIA,G197,Atmospheric neutrino oscillation analysis with neutron taggi,2024,,,,,"Atmospheric neutrino oscillation analysis with neutron tagging and an expanded fiducial volume in Super-Kamiokande I-V (2024), ZENODO."
U0919,B46,titulo,GONZALEZ-GARCIA,G198,Data release for neutrino oscillation parameters using convo,2024,,,,,"Data release for neutrino oscillation parameters using convolutional neural networks with 9.3 years of data in IceCube DeepCore (2024), ."
U0920,B46,titulo,GONZALEZ-GARCIA,G201,J. Wolcott (NOvA) FERMILAB-SLIDES-24-0130-PPD (2024).,2024,,,,,J. Wolcott (NOvA) FERMILAB-SLIDES-24-0130-PPD (2024).
U0921,B47,titulo,GONZALEZ-GARCIA,G195,M. Tortola,2024,,,,,"M. Tortola, Neutrinos global fit (2024), Talk at XV Latin American Symposium on High Energy Physics, URL https://indico.nucleares.unam.mx/event/2125/contribution/40."
U0922,B47,titulo,GONZALEZ-GARCIA,G158,S. Jeon et al. (RENO),2025,,,,,"S. Jeon et al. (RENO), Phys. Rev. D 111, 11, 112006 (2025)."
U0923,B48,titulo,AGOSTINI,A522,der Mateosian,1966,,,,Limits for lepton-conserving and lepton-nonconserving double beta decay in Ca-48,"der Mateosian, E, and M. Goldhaber (1966), “Limits for lepton-conserving and lepton-nonconserving double beta decay in Ca-48,” Phys. Rev. 146, 810-815."
U0924,B48,arxiv,AGOSTINI,A520,Martı́nez-Pinedo,1996,nucl-th/9603039,,,Effective gA in the pf shell,"Martı́nez-Pinedo, G, A. Poves, E. Caurier, and A. P. Zuker (1996), “Effective gA in the pf shell,” Phys. Rev. C 53, R2602, arXiv:nucl-th/9603039 [nucl-th]."
U0925,B48,arxiv,AGOSTINI,A257,De Silva,1997,nucl-ex/9706005,,,Double beta decays of Mo-100 and Nd-150,"De Silva, A S, M. K. Moe, M. A. Nelson, and M. A. Vient (1997), “Double beta decays of Mo-100 and Nd-150,” Phys. Rev. C 56, 2451-2467, arXiv:nucl-ex/9706005."
U0926,B48,titulo,AGOSTINI,A558,von Neumann-Cosel,1998,,,,Magnetic dipole response in nuclei at the N =28 shell closure: a new look,"von Neumann-Cosel, P, A. Poves, J. Retamosa, and A. Richter (1998), “Magnetic dipole response in nuclei at the N =28 shell closure: a new look,” Phys. Lett. B 443, 1-6."
