uid,bloco,metodo,fontes,ref_ids,autor,ano,arxiv,doi,journal,titulo,raw
U0236,B12,arxiv,AGOSTINI,A013,Abgrall,2017,1612.00886,,,"New limits on Bosonic Dark Matter, Solar Axions, Pauli Exclusion Principle Violation, and Electron Decay from the Majorana Demonstrator","Abgrall, N, et al. (Majorana) (2017), “New limits on Bosonic Dark Matter, Solar Axions, Pauli Exclusion Principle Violation, and Electron Decay from the Majorana Demonstrator,” Phys. Rev. Lett. 118 (16), 161801, arXiv:1612.00886 [nucl-ex]."
U0237,B12,arxiv,AGOSTINI,A028,Agostini,2017,1705.02996,,,Discovery probability of next-generation neutrinoless double- β decay experiments,"Agostini, M, G. Benato, and J. Detwiler (2017), “Discovery probability of next-generation neutrinoless double- β decay experiments,” Phys.Rev.D 96 (5), 053001, arXiv:1705.02996 [hep-ex]."
U0238,B12,arxiv,AGOSTINI,A058,Alduino,2017,1705.10816,,,CUORE sensitivity to 0νββ decay,"Alduino, C, et al. (CUORE) (2017a), “CUORE sensitivity to 0νββ decay,” Eur. Phys. J. C 77 (8), 532, arXiv:1705.10816 [physics.ins-det]."
U0239,B12,arxiv,AGOSTINI,A059,Alduino,2017,1609.01666,,,Measurement of the two-neutrino double-beta decay half-life of130 Te with the CUORE-0 experiment,"Alduino, C, et al. (CUORE) (2017b), “Measurement of the two-neutrino double-beta decay half-life of130 Te with the CUORE-0 experiment,” Eur. Phys. J. C77 (1), 13, arXiv:1609.01666 [nucl-ex]."
U0240,B12,arxiv,AGOSTINI,A060,Alduino,2017,1704.08970,,,The projected background for the CUORE experiment,"Alduino, C, et al. (CUORE) (2017c), “The projected background for the CUORE experiment,” Eur. Phys. J. C 77 (8), 543, arXiv:1704.08970 [physics.ins-det]."
U0241,B13,arxiv,AGOSTINI,A078,Aprile,2017,1702.06942,,,Online222 Rn removal by cryogenic distillation in the XENON100 experiment,"Aprile, E, et al. (XENON100) (2017), “Online222 Rn removal by cryogenic distillation in the XENON100 experiment,” Eur. Phys. J. C 77 (6), 358, arXiv:1702.06942 [physics.insdet]."
U0242,B13,arxiv,AGOSTINI,A080,Archidiacono,2017,1610.09852,,,Physical effects involved in the measurements of neutrino masses with future cosmological data,"Archidiacono, M, T. Brinckmann, J. Lesgourgues, and V. Poulin (2017), “Physical effects involved in the measurements of neutrino masses with future cosmological data,” JCAP 02, 052, arXiv:1610.09852 [astro-ph.CO]."
U0243,B13,arxiv,AGOSTINI,A102,Artusa,2017,1610.03513,,,Enriched TeO2 bolometers with active particle discrimination: towards the CUPID experiment,"Artusa, D R, et al. (2017), “Enriched TeO2 bolometers with active particle discrimination: towards the CUPID experiment,” Phys. Lett. B767, 321-329, arXiv:1610.03513 [physics.ins-det]."
U0244,B13,arxiv,AGOSTINI,A200,Caldwell,2017,1705.01945,,,Global Bayesian analysis of neutrino mass data,"Caldwell, A, A. Merle, O. Schulz, and M. Totzauer (2017), “Global Bayesian analysis of neutrino mass data,” Phys. Rev. D 96 (7), 073001, arXiv:1705.01945 [hep-ph]."
U0245,B13,arxiv,AGOSTINI,A204,Caravaca,2017,1610.02011,,,Cherenkov and Scintillation Light Separation in Organic Liquid Scintillators,"Caravaca, J, F.B. Descamps, B.J. Land, M. Yeh, and G. D. Orebi Gann (2017), “Cherenkov and Scintillation Light Separation in Organic Liquid Scintillators,” Eur. Phys. J. C 77 (12), 811, arXiv:1610.02011 [physics.ins-det]."
U0246,B13,arxiv,AGOSTINI,A216,Chavarria,2017,1609.03887,,,A high-resolution CMOS imaging detector for the search of neutrinoless double β decay in 82 Se,"Chavarria, A E, C. Galbiati, X. Li, and J. A. Rowlands (2017), “A high-resolution CMOS imaging detector for the search of neutrinoless double β decay in 82 Se,” JINST 12, P03022, arXiv:1609.03887 [physics.ins-det]."
U0247,B13,arxiv,AGOSTINI,A217,Chen,2017,1610.08883,,,PandaX-III: Searching for neutrinoless double beta decay with high pressure136 Xe gas time projection chambers,"Chen, X, et al. (2017), “PandaX-III: Searching for neutrinoless double beta decay with high pressure136 Xe gas time projection chambers,” Sci. China Phys. Mech. Astron. 60 (6), 061011, arXiv:1610.08883 [physics.ins-det]."
U0248,B13,arxiv,AGOSTINI,A246,Dafinei,2017,1702.05877,,,Production of 82Se enriched Zinc Selenide (ZnSe) crystals for the study of neutrinoless double beta decay,"Dafinei, I, et al. (2017), “Production of 82Se enriched Zinc Selenide (ZnSe) crystals for the study of neutrinoless double beta decay,” J. Cryst. Growth 475, 158-170, arXiv:1702.05877 [physics.ins-det]."
U0249,B13,arxiv,AGOSTINI,A283,Drewes,2017,1609.09069,,,Testing the low scale seesaw and leptogenesis,"Drewes, Marco, Bjorn Garbrecht, Dario Gueter, and Juraj Klaric (2017), “Testing the low scale seesaw and leptogenesis,” JHEP 08, 018, arXiv:1609.09069 [hep-ph]."
U0250,B13,arxiv,AGOSTINI,A294,Ejiri,2017,1703.06915,,,"Solar neutrino interactions with the double beta decay nuclei of 82 Se, 100 Mo and 150 Nd","Ejiri, H, and S. R. Elliott (2017), “Solar neutrino interactions with the double beta decay nuclei of 82 Se, 100 Mo and 150 Nd,” Phys. Rev. C 95 (5), 055501, arXiv:1703.06915 [nucl-ex]."
U0251,B13,arxiv,GONZALEZ-GARCIA,G142,F. P. An et al. (Daya Bay),2017,1704.01082,,,,"F. P. An et al. (Daya Bay), Phys. Rev. Lett. 118, 25, 251801 (2017), [arXiv:1704.01082]."
U0252,B13,arxiv,GONZALEZ-GARCIA,G237,J. Engel and J. Menendez,2017,1610.06548,,,,"J. Engel and J. Menendez, Rept. Prog. Phys. 80, 4, 046301 (2017), [arXiv:1610.06548]."
U0253,B13,arxiv,GONZALEZ-GARCIA,G077,J. Evans et al.,2017,1612.03219,,,,"J. Evans et al., Phys. Rev. D95, 2, 023012 (2017), [arXiv:1612.03219]."
U0254,B13,arxiv,AGOSTINI,A500,Leonard,2017,1703.10799,,,Trace radioactive impurities in final construction materials for EXO-200,"Leonard, D S, et al. (2017), “Trace radioactive impurities in final construction materials for EXO-200,” Nucl. Instrum. Meth. A 871, 169-179, arXiv:1703.10799 [physics.ins-det]."
U0255,B13,arxiv,GONZALEZ-GARCIA,G055,N. Vinyoles et al.,2017,1611.09867,,,,"N. Vinyoles et al., Astrophys. J. 835, 2, 202 (2017), [arXiv:1611.09867]."
U0256,B13,arxiv,GONZALEZ-GARCIA,G125,P. Adamson et al. (NOvA),2017,1703.03328,,,,"P. Adamson et al. (NOvA), Phys. Rev. Lett. 118, 23, 231801 (2017), [arXiv:1703.03328]."
U0257,B13,arxiv,AGOSTINI,A590,Poda,2017,1711.01075,,,Low background techniques in bolometers for double-beta decay search,"Poda, Denys, and Andrea Giuliani (2017), “Low background techniques in bolometers for double-beta decay search,” Int. J. Mod. Phys. A 32 (30), 1743012, arXiv:1711.01075 [physics.ins-det]."
U0258,B13,arxiv,GONZALEZ-GARCIA,G207,R. Acciarri et al. (MicroBooNE),2017,1612.05824,,,,"R. Acciarri et al. (MicroBooNE), JINST 12, 02, P02017 (2017), [arXiv:1612.05824]."
U0259,B13,arxiv,GONZALEZ-GARCIA,G100,S. Ahmed et al. (ICAL),2017,1505.07380,,,,"S. Ahmed et al. (ICAL), Pramana 88, 5, 79 (2017), [arXiv:1505.07380]."
U0260,B13,arxiv,GONZALEZ-GARCIA,G223,S. Gariazzo et al.,2017,1703.00860,,JHEP|06|135,,"S. Gariazzo et al., JHEP 06, 135 (2017), [arXiv:1703.00860]."
U0261,B14,arxiv,AGOSTINI,A667,Takahisa,2017,1703.08264,,,"Double charge exchange (11 B,11 Li) reaction for double beta decay response","Takahisa, K, H. Ejiri, H. Akimune, H. Fujita, R. Matumiya, T. Ohta, T. Shima, M. Tanaka, and M. Yosoi (2017), “Double charge exchange (11 B,11 Li) reaction for double beta decay response,” arXiv:1703.08264."
U0262,B14,arxiv,AGOSTINI,A709,Wang,2017,1703.01877,,,First results on 76 Ge neutrinoless double beta decay from CDEX-1 experiment,"Wang, Li, et al. (CDEX) (2017), “First results on 76 Ge neutrinoless double beta decay from CDEX-1 experiment,” Sci. China Phys. Mech. Astron. 60 (7), 071011, arXiv:1703.01877 [hep-ex]."
U0263,B14,arxiv,AGOSTINI,A726,Xu,2017,1610.03886,,,Solar Axion Search Technique with Correlated Signals from Multiple Detectors,"Xu, W, and S. R. Elliott (2017), “Solar Axion Search Technique with Correlated Signals from Multiple Detectors,” Astropart. Phys. 89, 39-50, arXiv:1610.03886 [hep-ex]. XUNDL, (2021), http://www.nndc.bnl.gov/ensdf/ensdf/ xundl.jsp."
U0264,B14,arxiv,GONZALEZ-GARCIA,G150,Y. J. Ko et al. (NEOS),2017,1610.05134,,,,"Y. J. Ko et al. (NEOS), Phys. Rev. Lett. 118, 12, 121802 (2017), [arXiv:1610.05134]."
U0265,B14,arxiv,AGOSTINI,A740,Zhao,2017,1610.07143,,,Physics potential of searching for 0νββ decays in JUNO,"Zhao, J, L.-J. Wen, Y.-F. Wang, and J. Cao (2017), “Physics potential of searching for 0νββ decays in JUNO,” Chin. Phys. C 41 (5), 053001, arXiv:1610.07143 [hep-ex]."
U0266,B14,arxiv,AGOSTINI;GONZALEZ-GARCIA,A023;G120,Agafonova,2018,1804.04912,,,Final results of the opera experiment on ν τ appearance in the cngs neutrino beam,"Agafonova, N, et al. (OPERA) (2018), “Final results of the opera experiment on ν τ appearance in the cngs neutrino beam,” Phys.Rev.Lett. 120 (21), 211801, [Erratum: Phys.Rev.Lett. 121, 139901 (2018)], arXiv:1804.04912 [hep-ex]."
U0267,B14,arxiv,AGOSTINI,A024;A025,Aghanim,2018,1807.06209,,,Planck 2018 results. VI. Cosmological parameters,"Aghanim, N, et al. (Planck) (2018), “Planck 2018 results. VI. Cosmological parameters,” arXiv:1807.06209 [astro-ph.CO]."
U0268,B14,arxiv,AGOSTINI,A035,Agostini,2018,1711.01452,,,Upgrade for Phase II of the Gerda experiment,"Agostini, M, et al. (GERDA) (2018b), “Upgrade for Phase II of the Gerda experiment,” Eur. Phys. J. C78 (5), 388, arXiv:1711.01452 [physics.ins-det]."
U0269,B14,arxiv,AGOSTINI,A057,Albert,2018,1710.07670,,,Search for nucleon decays with EXO-200,"Albert, J B, et al. (EXO-200) (2018), “Search for nucleon decays with EXO-200,” Phys. Rev. D 97 (7), 072007, arXiv:1710.07670 [hep-ex]."
U0270,B14,arxiv,AGOSTINI,A061,Alduino,2018,1710.07988,,,First Results from CUORE: A Search for Lepton Number Violation via 0νββ Decay of 130 Te,"Alduino, C, et al. (CUORE) (2018), “First Results from CUORE: A Search for Lepton Number Violation via 0νββ Decay of 130 Te,” Phys. Rev. Lett. 120 (13), 132501, arXiv:1710.07988 [nucl-ex]."
U0271,B14,arxiv,AGOSTINI,A069,Alvis,2018,1801.10145,,,First Limit on the Direct Detection of Lightly Ionizing Particles for Electric Charge as Low as e/1000 with the Majorana Demonstrator,"Alvis, S I, et al. (Majorana) (2018), “First Limit on the Direct Detection of Lightly Ionizing Particles for Electric Charge as Low as e/1000 with the Majorana Demonstrator,” Phys. Rev. Lett. 120 (21), 211804, arXiv:1801.10145 [hep-ex]."
U0272,B14,arxiv,AGOSTINI,A135,Barabash,2018,1811.06398,,,Final results of the Aurora experiment to study 2β decay of 116 Cd with enriched CdWO4 crystal scintillators,"Barabash, AS, et al. (2018), “Final results of the Aurora experiment to study 2β decay of 116 Cd with enriched CdWO4 crystal scintillators,” Phys. Rev. D 98 (9), 092007, arXiv:1811.06398 [nucl-ex]."
U0273,B14,arxiv,AGOSTINI,A156,Benato,2018,1711.07936,,,Radon mitigation during the installation of the CUORE 0νββ decay detector,"Benato, G, et al. (2018), “Radon mitigation during the installation of the CUORE 0νββ decay detector,” JINST 13 (01), P01010, arXiv:1711.07936 [physics.ins-det]."
U0274,B14,arxiv,AGOSTINI,A187,Brofferio,2018,1801.03580,,,Contributed Review: The saga of neutrinoless double beta decay search with T eO2 thermal detectors,"Brofferio, C, and S. Dell’Oro (2018), “Contributed Review: The saga of neutrinoless double beta decay search with T eO2 thermal detectors,” Rev. Sci. Instrum. 89 (12), 121502, arXiv:1801.03580 [hep-ex]."
U0275,B14,arxiv,AGOSTINI,A260,Delaquis,2018,1804.09641,,,Deep Neural Networks for Energy and Position Reconstruction in EXO-200,"Delaquis, S, et al. (EXO) (2018), “Deep Neural Networks for Energy and Position Reconstruction in EXO-200,” JINST 13 (08), P08023, arXiv:1804.09641 [physics.ins-det]."
U0276,B14,arxiv,AGOSTINI,A264,Dell’Oro,2018,1710.06732,,,Testing creation of matter with neutrinoless double beta decay,"Dell’Oro, S, S. Marcocci, and F. Vissani (2018b), “Testing creation of matter with neutrinoless double beta decay,” in Testing creation of matter with neutrinoless double beta decay, Vol. NEUTEL2017 (SISSA) p. 030, arXiv:1710.06732 [hep-ph]."
U0277,B14,arxiv,AGOSTINI;GONZALEZ-GARCIA,A265;G224,Dentler,2018,1803.10661,,JHEP|08|010,Updated global analysis of neutrino oscillations in the presence of ev-scale sterile neutrinos,"Dentler, M, A. Hernandez-Cabezudo, J. Kopp, P. A.N. Machado, M. Maltoni, I. Martinez-Soler, and T. Schwetz (2018), “Updated global analysis of neutrino oscillations in the presence of ev-scale sterile neutrinos,” JHEP 08, 010, arXiv:1803.10661 [hep-ph]."
U0278,B14,arxiv,GONZALEZ-GARCIA,G148,G. Bak et al. (RENO),2018,1806.00248,,,,"G. Bak et al. (RENO), Phys. Rev. Lett. 121, 20, 201801 (2018), [arXiv:1806.00248]."
U0279,B14,arxiv,AGOSTINI,A374,Gooding,2018,1807.06634,,,Light Yield of Perovskite Nanocrystal- Doped Liquid Scintillator,"Gooding, D, J. Gruszko, C. Grant, B. Naranjo, and L. Winslow (2018), “Light Yield of Perovskite Nanocrystal- Doped Liquid Scintillator,” arXiv:1807.06634 [physics.insdet]."
U0280,B14,titulo,AGOSTINI,A383,Graf,2018,,,,Short-Range Neutrinoless Double Beta Decay Mechanisms,"Graf, L, F. F. Deppisch, F. Iachello, and J. Kotila (2018), “Short-Range Neutrinoless Double Beta Decay Mechanisms,” Phys. Rev. D 98, 095023."
U0281,B15,arxiv,AGOSTINI,A391,Guiseppe,2018,1712.08167,,,A Review and Outlook for the Removal of Radon-Generated Po-210 Surface Contamination,"Guiseppe, V E, C. D. Christofferson, K. R. Hair, and F. M. Adams (2018), “A Review and Outlook for the Removal of Radon-Generated Po-210 Surface Contamination,” AIP Conf. Proc. 1921 (1), 070003, arXiv:1712.08167 [physics.ins-det]."
U0282,B15,arxiv,AGOSTINI,A392,Guzowski,2018,1804.00280,,,The first ever search for neutrinoless quadruple beta decay,"Guzowski, P (NEMO-3) (2018), “The first ever search for neutrinoless quadruple beta decay,” in Prospects in Neutrino Physics, pp. 154-158, arXiv:1804.00280 [hep-ex]."
U0283,B15,arxiv,GONZALEZ-GARCIA,G162,I. Alekseev et al. (DANSS),2018,1804.04046,,Phys. Lett.|B787|56,,"I. Alekseev et al. (DANSS), Phys. Lett. B787, 56 (2018), [arXiv:1804.04046]."
U0284,B15,arxiv,GONZALEZ-GARCIA,G246,J. Renner et al. (NEXT),2018,1808.01804,,,,"J. Renner et al. (NEXT), JINST 13, 10, P10020 (2018), [arXiv:1808.01804]."
U0285,B15,arxiv,GONZALEZ-GARCIA,G101,K. Abe et al. (Hyper-Kamiokande) (2018),2018,1805.04163,,,,"K. Abe et al. (Hyper-Kamiokande) (2018), [arXiv:1805.04163]."
U0286,B15,arxiv,GONZALEZ-GARCIA,G094,K. Abe et al. (Super-Kamiokande),2018,1710.09126,,,,"K. Abe et al. (Super-Kamiokande), Phys. Rev. D97, 7, 072001 (2018), [arXiv:1710.09126]."
U0287,B15,arxiv,AGOSTINI,A489,Lattanzi,2018,1712.07109,,,Status of neutrino properties and future prospects - Cosmological and astrophysical constraints,"Lattanzi, M, and M. Gerbino (2018), “Status of neutrino properties and future prospects - Cosmological and astrophysical constraints,” Front. in Phys. 5, 70, arXiv:1712.07109 [astro-ph.CO]."
U0288,B15,titulo,AGOSTINI,A518,Marsh,2018,,,,Characterization of the shapestaggering effect in mercury nuclei,"Marsh, B A, et al. (2018), “Characterization of the shapestaggering effect in mercury nuclei,” Nature Phys. 14, 1163-1167."
U0289,B15,arxiv,AGOSTINI,A526,McDonald,2018,1711.04782,,,Demonstration of Single Barium Ion Sensitivity for Neutrinoless Double Beta Decay using Single Molecule Fluorescence Imaging,"McDonald, A D, et al. (2018), “Demonstration of Single Barium Ion Sensitivity for Neutrinoless Double Beta Decay using Single Molecule Fluorescence Imaging,” Phys. Rev. Lett. 120 (13), 132504, arXiv:1711.04782 [physics.ins-det]."
U0290,B15,arxiv,AGOSTINI,A545,Monrabal,2018,1804.02409,,,The Next White (NEW) Detector,"Monrabal, F, et al. (NEXT) (2018), “The Next White (NEW) Detector,” JINST 13 (12), P12010, arXiv:1804.02409 [physics.ins-det]."
U0291,B15,arxiv,AGOSTINI,A567,Nygren,2018,1801.04513,,,Neutrinoless Double Beta Decay with 82 SeF6 and Direct Ion Imaging,"Nygren, D R, B. J. P. Jones, N. López-March, Y. Mei, F. Psihas, and J. Renner (2018), “Neutrinoless Double Beta Decay with 82 SeF6 and Direct Ion Imaging,” JINST 13 (03), P03015, arXiv:1801.04513 [physics.ins-det]."
U0292,B15,arxiv,GONZALEZ-GARCIA,G092,Z. Li et al. (Super-Kamiokande),2018,1711.09436,,,,"Z. Li et al. (Super-Kamiokande), Phys. Rev. D98, 5, 052006 (2018), [arXiv:1711.09436]."
U0293,B15,arxiv,GONZALEZ-GARCIA,G095,A. Albert et al. (ANTARES),2019,1812.08650,,JHEP|06|113,,"A. Albert et al. (ANTARES), JHEP 06, 113 (2019), [arXiv:1812.08650]."
U0294,B15,arxiv,GONZALEZ-GARCIA,G166,A. P. Serebrov et al. (NEUTRINO-4),2019,1809.10561,,,,"A. P. Serebrov et al. (NEUTRINO-4), Pisma Zh. Eksp. Teor. Fiz. 109, 4, 209 (2019), [JETP Lett.109,no.4,213(2019)], [arXiv:1809.10561]."
U0295,B15,arxiv,AGOSTINI,A045,Aker,2019,1909.06048,,,An improved upper limit on the neutrino mass from a direct kinematic method by katrin,"Aker, M, et al. (KATRIN) (2019), “An improved upper limit on the neutrino mass from a direct kinematic method by katrin,” Phys.Rev.Lett. 123 (22), 221802, arXiv:1909.06048 [hep-ex]."
U0296,B15,arxiv,AGOSTINI,A062,Alduino,2019,1904.05745,,,The CUORE cryostat: An infrastructure for rare event searches at millikelvin temperatures,"Alduino, C, et al. (2019), “The CUORE cryostat: An infrastructure for rare event searches at millikelvin temperatures,” Cryogenics 102, 9-21, arXiv:1904.05745 [physics.ins-det]."
U0297,B15,arxiv,AGOSTINI,A064,Algeri,2019,1911.10237,,,Searching for new physics with profile likelihoods: Wilks and beyond,"Algeri, S, J. Aalbers, K. Dundas Morå, and J. Conrad (2019), “Searching for new physics with profile likelihoods: Wilks and beyond,” arXiv:1911.10237 [physics.data-an]."
U0298,B15,arxiv,AGOSTINI,A070,Alvis,2019,1902.02299,,,A Search for Neutrinoless Double-Beta Decay in 76 Ge with 26 kg-yr of Exposure from the MAJORANA DEMONSTRATOR,"Alvis, S I, et al. (Majorana) (2019a), “A Search for Neutrinoless Double-Beta Decay in 76 Ge with 26 kg-yr of Exposure from the MAJORANA DEMONSTRATOR,” Phys. Rev. C 100 (2), 025501, arXiv:1902.02299 [nucl-ex]."
U0299,B15,arxiv,AGOSTINI,A071,Alvis,2019,1812.01090,,,Search for trinucleon decay in the Majorana Demonstrator,"Alvis, S I, et al. (Majorana) (2019b), “Search for trinucleon decay in the Majorana Demonstrator,” Phys. Rev. D 99 (7), 072004, arXiv:1812.01090 [hep-ex]."
U0300,B15,arxiv,AGOSTINI;GONZALEZ-GARCIA,A075;G244,Anton,2019,1906.02723,,,Search for Neutrinoless Double-β Decay with the Complete EXO-200 Dataset,"Anton, G, et al. (EXO-200) (2019), “Search for Neutrinoless Double-β Decay with the Complete EXO-200 Dataset,” Phys. Rev. Lett. 123 (16), 161802, arXiv:1906.02723 [hep-ex]."
U0301,B16,arxiv,AGOSTINI,A090,Armstrong,2019,1907.09376,,,CUPID pre-CDR,"Armstrong, W R, et al. (CUPID) (2019), “CUPID pre-CDR,” arXiv:1907.09376 [physics.ins-det]."
U0302,B16,arxiv,AGOSTINI,A109,Avignone,2019,1901.02805,,,"The Search for Double Beta Decay With Germanium Detectors: Past, Present, and Future","Avignone, F T, and S. R. Elliott (2019), “The Search for Double Beta Decay With Germanium Detectors: Past, Present, and Future,” Front.in Phys. 7, 6, arXiv:1901.02805 [nucl-ex]."
U0303,B16,arxiv,AGOSTINI,A115,Azzolini,2019,1904.10397,,,Background Model of the CUPID-0 Experiment,"Azzolini, O, et al. (CUPID) (2019a), “Background Model of the CUPID-0 Experiment,” Eur. Phys. J. C79 (7), 583, arXiv:1904.10397 [nucl-ex]."
U0304,B16,arxiv,AGOSTINI,A116,Azzolini,2019,1909.03397,,,Evidence of Single State Dominance in the Two-Neutrino Double-β Decay of 82 Se with CUPID-0,"Azzolini, O, et al. (2019b), “Evidence of Single State Dominance in the Two-Neutrino Double-β Decay of 82 Se with CUPID-0,” Phys. Rev. Lett. 123 (26), 262501, arXiv:1909.03397 [nucl-ex]."
U0305,B16,arxiv,AGOSTINI,A117,Azzolini,2019,1906.05001,,,Final result of CUPID- 0 phase-I in the search for the 82 Se Neutrinoless Double-β Decay,"Azzolini, O, et al. (CUPID) (2019c), “Final result of CUPID- 0 phase-I in the search for the 82 Se Neutrinoless Double-β Decay,” Phys. Rev. Lett. 123 (3), 032501, arXiv:1906.05001 [nucl-ex]."
U0306,B16,arxiv,AGOSTINI,A147,Basili,2019,1909.06501,,,Benchmark neutrinoless double-beta decay matrix elements in a light nucleus,"Basili, R A M, J. M. Yao, J. Engel, H. Hergert, M. Lockner, P. Maris, and J. P. Vary (2019), “Benchmark neutrinoless double-beta decay matrix elements in a light nucleus,” arXiv:1909.06501."
U0307,B16,arxiv,AGOSTINI,A154,Bellone,2019,1912.03043,,,Sequential Heavy Ion Double Charge Exchange Reactions and the Link to Double β-decay,"Bellone, J I, S. Burrello, M. Colonna, J.-A. Lay, and H. Lenske (2019), “Sequential Heavy Ion Double Charge Exchange Reactions and the Link to Double β-decay,” arXiv:1912.03043."
U0308,B16,arxiv,AGOSTINI,A194,Buck,2019,1908.03334,,,Novel Opaque Scintillator for Neutrino Detection,"Buck, C, B. Gramlich, and S. Schoppmann (2019), “Novel Opaque Scintillator for Neutrino Detection,” JINST 14 (11), P11007, arXiv:1908.03334 [physics.ins-det]."
U0309,B16,arxiv,AGOSTINI,A197,Cabrera,2019,1908.02859,,,Neutrino Physics with an Opaque Detector,"Cabrera, A, et al. (2019), “Neutrino Physics with an Opaque Detector,” arXiv:1908.02859 [physics.ins-det]."
U0310,B16,arxiv,AGOSTINI,A215,Chambers,2019,1806.10694,,,Imaging individual barium atoms in solid xenon for barium tagging in nEXO,"Chambers, C, et al. (nEXO) (2019), “Imaging individual barium atoms in solid xenon for barium tagging in nEXO,” Nature 569 (7755), 203-207, arXiv:1806.10694 [physics.insdet]."
U0311,B16,arxiv,GONZALEZ-GARCIA,G143,D. Adey et al. (Daya Bay),2019,1808.10836,,,,"D. Adey et al. (Daya Bay), Phys. Rev. D 100, 5, 052004 (2019), [arXiv:1808.10836]."
U0312,B16,arxiv,AGOSTINI,A280,Dolinski,2019,1902.04097,,,Neutrinoless Double-Beta Decay: Status and Prospects,"Dolinski, Michelle J, Alan W. P. Poon, and Werner Rodejohann (2019), “Neutrinoless Double-Beta Decay: Status and Prospects,” Ann. Rev. Nucl. Part. Sci. 69, 219-251, arXiv:1902.04097 [nucl-ex]."
U0313,B16,arxiv,GONZALEZ-GARCIA,G025,E. Akhmedov,2019,1901.05232,,,,"E. Akhmedov, in “International Conference on History of the Neutrino: 1930-2018 Paris, France, September 5-7, 2018,” (2019), [arXiv:1901.05232]."
U0314,B16,arxiv,AGOSTINI,A335,Fox,2019,1911.05208,,,Uncertainty quantification of an empirical shell-model interaction using principal component analysis,"Fox, J M R, and C. W. Johnson (2019), “Uncertainty quantification of an empirical shell-model interaction using principal component analysis,” arXiv:1911.05208."
U0315,B16,arxiv,AGOSTINI,A361,Giuliani,2019,1910.04688,,,Double Beta Decay APPEC Committee Report,"Giuliani, A, J. J. Gomez Cadenas, S. Pascoli, E. Previtali, R. Saakyan, K. Schäffner, and S. Schönert (APPEC Committee) (2019), “Double Beta Decay APPEC Committee Report,” arXiv:1910.04688 [hep-ex]."
U0316,B16,arxiv,AGOSTINI,A363,Giunti,2019,1901.08330,,,eV-scale Sterile Neutrinos,"Giunti, C, and T. Lasserre (2019), “eV-scale Sterile Neutrinos,” Ann. Rev. Nucl. Part. Sci. 69, 163-190, arXiv:1901.08330 [hep-ph]."
U0317,B16,arxiv,AGOSTINI,A371,Gomez-Cadenas,2019,1903.02435,,,High Pressure Gas Xenon TPCs for Double Beta Decay Searches,"Gomez-Cadenas, Juan J, Francesc Monrabal Capilla, and Paola Ferrario (2019), “High Pressure Gas Xenon TPCs for Double Beta Decay Searches,” Front. in Phys. 7, 51, arXiv:1903.02435 [physics.ins-det]."
U0318,B16,arxiv,AGOSTINI,A385,Graham,2019,1908.03564,10.1088/1748-,,Light Yield of Perovskite Nanocrystal-Doped Liquid Scintillator,"Graham, E, D. Gooding, J. Gruszko, C. Grant, B. Naranjo, and L. Winslow (2019), “Light Yield of Perovskite Nanocrystal-Doped Liquid Scintillator,” 10.1088/1748- 0221/14/11/P11024, arXiv:1908.03564 [physics.ins-det]."
U0319,B16,arxiv,AGOSTINI,A390,Gruszko,2019,1811.11144,,,Detecting Cherenkov light from 1-2 MeV electrons in linear alkylbenzene,"Gruszko, J, B. Naranjo, B. Daniel, A. Elagin, D. Gooding, C. Grant, J. Ouellet, and L. Winslow (2019), “Detecting Cherenkov light from 1-2 MeV electrons in linear alkylbenzene,” JINST 14 (02), P02005, arXiv:1811.11144 [physics.ins-det]."
U0320,B16,arxiv,AGOSTINI,A394,Ha,2019,1811.09344,,,First Direct Search for Inelastic Boosted Dark Matter with COSINE-100,"Ha, C, et al. (COSINE-100) (2019), “First Direct Search for Inelastic Boosted Dark Matter with COSINE-100,” Phys. Rev. Lett. 122 (13), 131802, arXiv:1811.09344 [astro-ph.IM]."
U0321,B17,arxiv,AGOSTINI,A459,Kaptanoglu,2019,1811.11587,,,Cherenkov and Scintillation Light Separation Using Wavelength in LAB Based Liquid Scintillator,"Kaptanoglu, T, M. Luo, and J. Klein (2019), “Cherenkov and Scintillation Light Separation Using Wavelength in LAB Based Liquid Scintillator,” JINST 14 (05), T05001, arXiv:1811.11587 [physics.ins-det]."
U0322,B17,arxiv,GONZALEZ-GARCIA,G147,L. Hayen et al.,2019,1908.08302,,,,"L. Hayen et al., Phys. Rev. C 100, 5, 054323 (2019), [arXiv:1908.08302]."
U0323,B17,arxiv,AGOSTINI,A509,Liu,2019,1905.00354,,,Constraints on Spin- Independent Nucleus Scattering with sub-GeV Weakly Interacting Massive Particle Dark Matter from the CDEX- 1B Experiment at the China Jinping Underground Laboratory,"Liu, Z Z, et al. (CDEX) (2019), “Constraints on Spin- Independent Nucleus Scattering with sub-GeV Weakly Interacting Massive Particle Dark Matter from the CDEX- 1B Experiment at the China Jinping Underground Laboratory,” Phys. Rev. Lett. 123 (16), 161301, arXiv:1905.00354 [hep-ex]."
U0324,B17,arxiv,GONZALEZ-GARCIA,G126,M. A. Acero et al. (NOvA),2019,1906.04907,,,,"M. A. Acero et al. (NOvA), Phys. Rev. Lett. 123, 15, 151803 (2019), [arXiv:1906.04907]."
