ref_id,fonte,autor,ano,arxiv,doi,titulo,raw
A604,AGOSTINI,Racah,1937,,,On the symmetry of particle and antiparticle,"Racah, G (1937), “On the symmetry of particle and antiparticle,” Nuovo Cim. 14, 322-328."
A605,AGOSTINI,Rahaman,2008,0712.3337,,Q value of the Mo-100 Double- Beta Decay,"Rahaman, S, et al. (2008), “Q value of the Mo-100 Double- Beta Decay,” Phys. Lett. B662, 111-116, arXiv:0712.3337 [nucl-ex]."
A606,AGOSTINI,Rahaman,2011,,,Doublebeta decay Q values of 116 Cd and 130 Te,"Rahaman, S. and Elomaa, V. V. and Eronen, T. and Hakala, J. and Jokinen, A. and Kankainen, A. and Rissanen, J. and Suhonen, J. and Weber, C. and Äystö, J., (2011), “Doublebeta decay Q values of 116 Cd and 130 Te,” Phys. Lett. B703, 412-416."
A607,AGOSTINI,Rebeiro,2020,2002.02987,,"Benchmarking 136 Xe Neutrinoless ββ Decay Matrix Element Calculations with the Ba(p, t) Reaction","Rebeiro, B M, et al. (2020), “Benchmarking 136 Xe Neutrinoless ββ Decay Matrix Element Calculations with the Ba(p, t) Reaction,” arXiv:2002.02987."
A608,AGOSTINI,Rebeiro,2021,,,"Spectroscopy of states in 136 Ba using the 138 Ba(p, t) reaction","Rebeiro, B M, et al. (2021), “Spectroscopy of states in 136 Ba using the 138 Ba(p, t) reaction,” Phys. Rev. C 104, 034309."
A609,AGOSTINI,Redshaw,2009,0902.2139,,Masses of Te-130 and Xe-130 and Double-beta- Decay Q Value of Te-130,"Redshaw, M, B. J. Mount, E. G. Myers, and F. T. Avignone, III (2009), “Masses of Te-130 and Xe-130 and Double-beta- Decay Q Value of Te-130,” Phys. Rev. Lett. 102, 212502, arXiv:0902.2139 [nucl-ex]."
A610,AGOSTINI,Redshaw,2007,,,Mass and double-beta-decay Q value of Xe-136,"Redshaw, M, E. Wingfield, J. McDaniel, and E. G. Myers (2007), “Mass and double-beta-decay Q value of Xe-136,” Phys. Rev. Lett. 98, 053003."
A611,AGOSTINI,Reines,1953,,,Detection of the free neutrino,"Reines, F, and C. L. Cowan (1953), “Detection of the free neutrino,” Phys. Rev. 92, 830-831."
A612,AGOSTINI,Renner,2019,1905.13110,,Energy calibration of the NEXT-White detector with 1% resolution near Qββ of136 Xe,"Renner, J, et al. (NEXT) (2019), “Energy calibration of the NEXT-White detector with 1% resolution near Qββ of136 Xe,” JHEP 10, 230, arXiv:1905.13110 [physics.insdet]."
A613,AGOSTINI,Richardson,2021,,,Large-Nc analysis of two-nucleon neutrinoless double-β decay and chargeindependence-breaking contact terms,"Richardson, Thomas R, Matthias R. Schindler, Saori Pastore, and Roxanne P. Springer (2021), “Large-Nc analysis of two-nucleon neutrinoless double-β decay and chargeindependence-breaking contact terms,” Phys. Rev. C 103, 055501."
A614,AGOSTINI,Ritz,2014,,,Building for Discovery: Strategic Plan for U.S. Particle Physics in the Global Context,"Ritz, S, et al. (HEPAP Subcommittee) (2014), “Building for Discovery: Strategic Plan for U.S. Particle Physics in the Global Context,” ."
A615,AGOSTINI,Rivilla,2020,,,Fluorescent bicolour sensor for lowbackground neutrinoless double β decay experiments,"Rivilla, I, et al. (2020), “Fluorescent bicolour sensor for lowbackground neutrinoless double β decay experiments,” Nature 583 (7814), 48-54."
A616,AGOSTINI,Roberts,2013,,,Proton pair correlations and the neutrinoless double-β decay of 76 Ge,"Roberts, A, et al. (2013), “Proton pair correlations and the neutrinoless double-β decay of 76 Ge,” Phys. Rev. C 87, 051305."
A617,AGOSTINI,Robledo,2019,,,Mean field and beyond description of nuclear structure with the Gogny force: A review,"Robledo, L M, T. R. Rodrı́guez, and R. R. Rodrı́guez- Guzmán (2019), “Mean field and beyond description of nuclear structure with the Gogny force: A review,” J. Phys. G 46, 013001."
A618,AGOSTINI,Roca-Maza,2019,1907.06368,,Double charge-exchange phonon states,"Roca-Maza, X, H. Sagawa, and G. Colo’ (2019), “Double charge-exchange phonon states,” arXiv:1907.06368."
A619,AGOSTINI,Rodejohann,2011,1106.1334,,Neutrino-less Double Beta Decay and Particle Physics,"Rodejohann, W (2011), “Neutrino-less Double Beta Decay and Particle Physics,” Int. J. Mod. Phys. E 20, 1833-1930, arXiv:1106.1334 [hep-ph]."
A620,AGOSTINI,Rodejohann,2012,1206.2560,,Neutrinoless double beta decay and neutrino physics,"Rodejohann, W (2012), “Neutrinoless double beta decay and neutrino physics,” J. Phys. G 39, 124008, arXiv:1206.2560 [hep-ph]."
A621,AGOSTINI,Rodin,2003,,,On the uncertainty in the 0 nu beta beta decay nuclear matrix elements,"Rodin, V A, A. Faessler, F. Šimkovic, and P. Vogel (2003), “On the uncertainty in the 0 nu beta beta decay nuclear matrix elements,” Phys. Rev. C 68, 044302."
A622,AGOSTINI,Rodin,2006,,,Assessment of uncertainties in QRPA 0νββ-decay nuclear matrix elements,"Rodin, V A, A. Faessler, F. Šimkovic, and P. Vogel (2006), “Assessment of uncertainties in QRPA 0νββ-decay nuclear matrix elements,” Nucl. Phys. A 766, 107-131."
A623,AGOSTINI,Rodriguez,2010,,,Energy density functional study of nuclear matrix elements for neutrinoless ββ decay,"Rodriguez, T R, and G. Martinez-Pinedo (2010), “Energy density functional study of nuclear matrix elements for neutrinoless ββ decay,” Phys. Rev. Lett. 105, 252503."
A624,AGOSTINI,Rodriguez,2013,,,Neutrinoless ββ decay nuclear matrix elements in an isotopic chain,"Rodriguez, T R, and G. Martinez-Pinedo (2013), “Neutrinoless ββ decay nuclear matrix elements in an isotopic chain,” Phys. Lett. B 719, 174-178."
A625,AGOSTINI,Romeo,2021,2102.11101,,γγ decay as a probe of neutrinoless ββ decay nuclear matrix elements,"Romeo, B, J. Menéndez, and C. Peña (2021), “γγ decay as a probe of neutrinoless ββ decay nuclear matrix elements,” arXiv:2102.11101."
A626,AGOSTINI,Romero,2021,2105.03471,,Application of an efficient generator-coordinate subspace-selection algorithm to neutrinoless double-β decay,"Romero, A M, J. M. Yao, B. Bally, T. R. Rodrı́guez, and J. Engel (2021), “Application of an efficient generator-coordinate subspace-selection algorithm to neutrinoless double-β decay,” Phys. Rev. C 104 (5), 054317, arXiv:2105.03471 [nucl-th]."
A627,AGOSTINI,Ross,1985,,,Supersymmetric models without r-parity,"Ross, G G, and J.W.F. Valle (1985), “Supersymmetric models without r-parity,” Phys.Lett.B 151, 375-381."
A628,AGOSTINI,Roth,2009,,,Importance Truncation for Large-Scale Configuration Interaction Approaches,"Roth, R (2009), “Importance Truncation for Large-Scale Configuration Interaction Approaches,” Phys. Rev. C 79, 064324."
A629,AGOSTINI,Rutherford,1920,,,Bakerian lecture. nuclear constitution of atoms,"Rutherford, E (1920a), “Bakerian lecture. nuclear constitution of atoms,” Proceedings Mathematical Physical and Engineering Sciences 97, 374-400."
A630,AGOSTINI,Rutherford,1920,,,Nuclear constitution of atoms.,"Rutherford, E (1920b), “Nuclear constitution of atoms.” Nature 105, 500-501."
A631,AGOSTINI,Sagawa,2016,,,Sum rule study for Double Gamow-Teller states,"Sagawa, H, and T. Uesaka (2016), “Sum rule study for Double Gamow-Teller states,” Phys. Rev. C 94, 064325."
A632,AGOSTINI,Sakharov,1967,,,"Violation of CP Invariance, C asymmetry, and baryon asymmetry of the universe","Sakharov, A D (1967), “Violation of CP Invariance, C asymmetry, and baryon asymmetry of the universe,” Pisma Zh. Eksp. Teor. Fiz. 5, 32-35."
A633,AGOSTINI,Salam,1957,,,On parity conservation and neutrino mass,"Salam, A (1957), “On parity conservation and neutrino mass,” Nuovo Cim. 5, 299-301."
A634,AGOSTINI,Santopinto,2018,,,Heavy-ion double-charge-exchange and its relation to neutrinoless double-β decay,"Santopinto, E, H. Garcı́a-Tecocoatzi, R. I. Magaña Vsevolodovna, and J. Ferretti (2018), “Heavy-ion double-charge-exchange and its relation to neutrinoless double-β decay,” Phys. Rev. C 98, 061601."
A635,AGOSTINI,Sarkar,2020,,,Nuclear matrix elements for λ mechanism of 0νββ of 48 Ca in nuclear shellmodel: Closure versus nonclosure approach,"Sarkar, S, Y. Iwata, and P. K. Raina (2020), “Nuclear matrix elements for λ mechanism of 0νββ of 48 Ca in nuclear shellmodel: Closure versus nonclosure approach,” Phys. Rev. C 102, 034317, 2003.04002."
A636,AGOSTINI,Schechter,1982,,,Neutrinoless double beta decay in su(2) x u(1) theories,"Schechter, J, and J.W.F. Valle (1982), “Neutrinoless double beta decay in su(2) x u(1) theories,” Phys.Rev.D 25, 2951."
A637,AGOSTINI,Schwingenheuer,2013,1210.7432,,Status and prospects of searches for neutrinoless double beta decay,"Schwingenheuer, B (2013), “Status and prospects of searches for neutrinoless double beta decay,” Annalen Phys. 525, 269-280, arXiv:1210.7432 [hep-ex]."
A638,AGOSTINI,Senjanovic,2019,1812.03790,,Disentangling the seesaw mechanism in the minimal left-right symmetric model,"Senjanovic, Goran, and Vladimir Tello (2019), “Disentangling the seesaw mechanism in the minimal left-right symmetric model,” Phys. Rev. D 100 (11), 115031, arXiv:1812.03790 [hep-ph]."
A639,AGOSTINI,Sen’kov,2013,,,Neutrinoless double-β decay of 48 Ca in the shell model: Closure versus nonclosure approximation,"Sen’kov, R A, and M. Horoi (2013), “Neutrinoless double-β decay of 48 Ca in the shell model: Closure versus nonclosure approximation,” Phys. Rev. C 88, 064312."
A640,AGOSTINI,Sen’kov,2016,,,Shell-model calculation of neutrinoless double-β decay of 76 Ge,"Sen’kov, R A, and M. Horoi (2016), “Shell-model calculation of neutrinoless double-β decay of 76 Ge,” Phys. Rev. C 93 (4), 044334."
A641,AGOSTINI,Sen’kov,2014,,,Neutrinoless double-β decay of 82 Se in the shell model: beyond closure approximation,"Sen’kov, R A, M. Horoi, and B. A. Brown (2014), “Neutrinoless double-β decay of 82 Se in the shell model: beyond closure approximation,” Phys. Rev. C 89, 054304."
A642,AGOSTINI,Shaposhnikov,2009,,,Baryogenesis,"Shaposhnikov, M (2009), “Baryogenesis,” J. Phys. Conf. Ser. 171, 012005."
A643,AGOSTINI,Sharp,2019,,,Pairing properties of the double-β emitter 116 Cd,"Sharp, D K, S. J. Freeman, B. D. Cropper, P. J. Davies, T. Faestermann, T. M. Hatfield, R. Hertenberger, S. J. F. Hughes, P. T. Macgregor, and H. F Wirth (2019), “Pairing properties of the double-β emitter 116 Cd,” Phys. Rev. C 100, 024329, 1910.12093."
A644,AGOSTINI,Shimizu,2017,,,Monte Carlo shell model studies with massively parallel supercomputers,"Shimizu, N, T. Abe, M. Honma, T. Otsuka, T. Togashi, Y. Tsunoda, Y. Utsuno, and T. Yoshida (2017), “Monte Carlo shell model studies with massively parallel supercomputers,” Phys. Scripta 92, 063001."
A645,AGOSTINI,Shimizu,2018,,,Double Gamow-Teller Transitions and its Relation to Neutrinoless ββ Decay,"Shimizu, N, J. Menéndez, and Kentaro Yako (2018), “Double Gamow-Teller Transitions and its Relation to Neutrinoless ββ Decay,” Phys. Rev. Lett. 120, 142502."
A646,AGOSTINI,Shimizu,2021,,,Variational approach with the superposition of the symmetry-restored quasiparticle vacua for nuclear shell-model calculations,"Shimizu, N, Y. Tsunoda, Y. Utsuno, and T. Otsuka (2021), “Variational approach with the superposition of the symmetry-restored quasiparticle vacua for nuclear shell-model calculations,” Phys. Rev. C 103, 014312, 2011.03157."
A647,AGOSTINI,Shirai,2017,,,Results and future plans for the KamLAND-Zen experiment,"Shirai, J (KamLAND-Zen) (2017), “Results and future plans for the KamLAND-Zen experiment,” J. Phys. Conf. Ser. 888 (1), 012031."
A648,AGOSTINI,Simkovic,2011,,,Relation between the 0νββ and 2νββ nuclear matrix elements revisited,"Simkovic, Fedor, Rastislav Hodak, Amand Faessler, and Petr Vogel (2011), “Relation between the 0νββ and 2νββ nuclear matrix elements revisited,” Phys. Rev. C 83, 015502."
A649,AGOSTINI,Simkovic,2010,1006.0571,,Few active mechanisms of the neutrinoless double betadecay and effective mass of Majorana neutrinos,"Simkovic, Fedor, John Vergados, and Amand Faessler (2010), “Few active mechanisms of the neutrinoless double betadecay and effective mass of Majorana neutrinos,” Phys. Rev. D 82, 113015, arXiv:1006.0571 [hep-ph]."
A650,AGOSTINI,Simón,2020,2102.11931,,Boosting background suppression in the NEXT experiment through Richardson- Lucy deconvolution,"Simón, A, et al. (NEXT) (2020), “Boosting background suppression in the NEXT experiment through Richardson- Lucy deconvolution,” JHEP 21, 146, arXiv:2102.11931 [physics.ins-det]."
A651,AGOSTINI,Söderström,2020,,,Electromagnetic character of the competitive γγ/γ-decay from 137m Ba,"Söderström, P A, et al. (2020), “Electromagnetic character of the competitive γγ/γ-decay from 137m Ba,” Nature Commun. 11, 3242, 2001.00554."
A652,AGOSTINI,Song,2014,,,Relativistic description of nuclear matrix elements in neutrinoless double-β decay,"Song, L S, J. M. Yao, P. Ring, and J. Meng (2014), “Relativistic description of nuclear matrix elements in neutrinoless double-β decay,” Phys. Rev. C 90 (5), 054309."
A653,AGOSTINI,Song,2017,,,Nuclear matrix element of neutrinoless double-β decay: Relativity and short-range correlations,"Song, L S, J. M. Yao, P. Ring, and J. Meng (2017), “Nuclear matrix element of neutrinoless double-β decay: Relativity and short-range correlations,” Phys. Rev. C 95, 024305."
A654,AGOSTINI,Stefanik,2015,,,Reexamining the light neutrino exchange mechanism of the 0νββ decay with left- and right-handed leptonic and hadronic currents,"Stefanik, D, R. Dvornicky, F. Šimkovic, and P. Vogel (2015), “Reexamining the light neutrino exchange mechanism of the 0νββ decay with left- and right-handed leptonic and hadronic currents,” Phys. Rev. C 92, 055502."
A655,AGOSTINI,Steinberger,1949,,,On the use of subtraction fields and the lifetimes of some types of meson decay,"Steinberger, J (1949), “On the use of subtraction fields and the lifetimes of some types of meson decay,” Phys.Rev. 76, 1180-1186."
A656,AGOSTINI,Stroberg,2019,,,Non-Empirical Interactions for the Nuclear Shell Model: An Update,"Stroberg, S R, S. K. Bogner, H. Hergert, and J. D. Holt (2019), “Non-Empirical Interactions for the Nuclear Shell Model: An Update,” Ann. Rev. Nucl. Part. Sci. 69, 307- 362."
A657,AGOSTINI,Stroberg,2017,,,A nucleus-dependent valence-space approach to nuclear structure,"Stroberg, S R, A. Calci, H. Hergert, J. D. Holt, S. K. Bogner, R. Roth, and A. Schwenk (2017), “A nucleus-dependent valence-space approach to nuclear structure,” Phys. Rev. Lett. 118, 032502."
A658,AGOSTINI,Sudarshan,1958,,,Chirality invariance and the universal Fermi interaction,"Sudarshan, E C G, and R. e. Marshak (1958), “Chirality invariance and the universal Fermi interaction,” Phys. Rev. 109, 1860-1860."
A659,AGOSTINI,Suhonen,2013,,,Double beta decays of 124 Xe investigated in the QRPA framework,"Suhonen, J (2013), “Double beta decays of 124 Xe investigated in the QRPA framework,” J. Phys. G 40, 075102."
A660,AGOSTINI,Suhonen,1998,,,,"Suhonen, J, and O. Civitarese (1998), Phys. Rep. 300, 124."
A661,AGOSTINI,Suhonen,2008,,,Effects of orbital occupancies on the neutrinoless beta beta matrix element of Ge-76,"Suhonen, J, and O. Civitarese (2008), “Effects of orbital occupancies on the neutrinoless beta beta matrix element of Ge-76,” Phys. Lett. B 668, 277-281."
A662,AGOSTINI,Suhonen,2010,,,Effects of orbital occupancies and spin-orbit partners on 0 nu beta beta-decay rates,"Suhonen, J, and O. Civitarese (2010), “Effects of orbital occupancies and spin-orbit partners on 0 nu beta beta-decay rates,” Nucl. Phys. A 847, 207-232."
A663,AGOSTINI,Suhonen,2017,,,Value of the Axial-Vector Coupling Strength in β and ββ Decays: A Review,"Suhonen, J T (2017), “Value of the Axial-Vector Coupling Strength in β and ββ Decays: A Review,” Front.in Phys. 5, 55."
A664,AGOSTINI,Suzuki,2006,,,Neutrino nucleus reactions based on new shell model Hamiltonians,"Suzuki, T, Satoshi Chiba, T. Yoshida, Toshitaka Kajino, and T. Otsuka (2006), “Neutrino nucleus reactions based on new shell model Hamiltonians,” Phys. Rev. C 74, 034307."
A665,AGOSTINI,Swenson,2010,1004.5066,,Highspeed phonon imaging using frequency-multiplexed kinetic inductance detectors,"Swenson, L J, A. Cruciani, A. Benoit, M. Roesch, C. S. Yung, A. Bideaud, and A. Monfardini (2010), “Highspeed phonon imaging using frequency-multiplexed kinetic inductance detectors,” Appl. Phys. Lett. 96, 263511, arXiv:1004.5066 [physics.ins-det]."
A666,AGOSTINI,Szwec,2016,,,Rearrangement of valence neutrons in the neutrinoless double-β decay of 136 Xe,"Szwec, S V, et al. (2016), “Rearrangement of valence neutrons in the neutrinoless double-β decay of 136 Xe,” Phys. Rev. C 94, 054314."
A667,AGOSTINI,Takahisa,2017,1703.08264,,"Double charge exchange (11 B,11 Li) reaction for double beta decay response","Takahisa, K, H. Ejiri, H. Akimune, H. Fujita, R. Matumiya, T. Ohta, T. Shima, M. Tanaka, and M. Yosoi (2017), “Double charge exchange (11 B,11 Li) reaction for double beta decay response,” arXiv:1703.08264."
A668,AGOSTINI,Takaki,2015,,,"Heavy-Ion Double-Charge Exchange Study via a 12C(18O,18Ne)12Be Reaction","Takaki, M, et al. (2015), “Heavy-Ion Double-Charge Exchange Study via a 12C(18O,18Ne)12Be Reaction,” Proceedings, 2nd Conference on Advances in Radioactive Isotope Science (ARIS2014): Tokyo, Japan, June 1-6, 2014, JPS Conf. Proc. 6, 020038."
A669,AGOSTINI,Tanimura,2019,1709.05024,,A Search for Warm/Hot Gas Filaments Between Pairs of SDSS Luminous Red Galaxies,"Tanimura, H, G. Hinshaw, I. G. McCarthy, L. Van Waerbeke, N. Aghanim, Y.-Z. Ma, A. Mead, A. Hojjati, and T. Tröster (2019), “A Search for Warm/Hot Gas Filaments Between Pairs of SDSS Luminous Red Galaxies,” Mon. Not. Roy. Astron. Soc. 483 (1), 223-234, arXiv:1709.05024 [astro-ph.CO]."
