ref_id,fonte,autor,ano,arxiv,doi,titulo,raw
A165,AGOSTINI,Bhupal Dev,2013,1305.0056,,Constraining Neutrino Mass from Neutrinoless Double Beta Decay,"Bhupal Dev, P S, Srubabati Goswami, Manimala Mitra, and Werner Rodejohann (2013), “Constraining Neutrino Mass from Neutrinoless Double Beta Decay,” Phys. Rev. D 88, 091301, arXiv:1305.0056 [hep-ph]."
A166,AGOSTINI,Bilenky,2015,1411.4791,,Neutrinoless Double- Beta Decay: a Probe of Physics Beyond the Standard Model,"Bilenky, S M, and C. Giunti (2015), “Neutrinoless Double- Beta Decay: a Probe of Physics Beyond the Standard Model,” Int. J. Mod. Phys. A 30 (04n05), 1530001, arXiv:1411.4791 [hep-ph]."
A167,AGOSTINI,Bilenky,1980,,,On oscillations of neutrinos with dirac and majorana masses,"Bilenky, S M, J. Hosek, and S.T. Petcov (1980), “On oscillations of neutrinos with dirac and majorana masses,” Phys.Lett.B 94, 495-498."
A168,AGOSTINI,Blaum,2020,2007.14908,,Neutrinoless Double-Electron Capture,"Blaum, K, S. Eliseev, F. A. Danevich, V. I. Tretyak, S. Kovalenko, M. I. Krivoruchenko, Yu. N. Novikov, and J. Suhonen (2020), “Neutrinoless Double-Electron Capture,” Rev. Mod. Phys. 92, 045007, arXiv:2007.14908 [hep-ph]."
A169,AGOSTINI,Blennow,2010,,,Neutrinoless double beta decay in seesaw models,"Blennow, M, E. Fernandez-Martinez, J. Lopez-Pavon, and J. Menéndez (2010), “Neutrinoless double beta decay in seesaw models,” JHEP 07, 096."
A170,AGOSTINI,Bochkarev,1987,,,Electroweak Production of Baryon Asymmetry and Upper Bounds on the Higgs and Top Masses,"Bochkarev, AI, and M.E. Shaposhnikov (1987), “Electroweak Production of Baryon Asymmetry and Upper Bounds on the Higgs and Top Masses,” Mod. Phys. Lett. A 2, 417."
A171,AGOSTINI,Bodenstein-Dresler,2020,,,Quenching of gA deduced from the β-spectrum shape of 113 Cd measured with the COBRA experiment,"Bodenstein-Dresler, L, et al. (COBRA) (2020), “Quenching of gA deduced from the β-spectrum shape of 113 Cd measured with the COBRA experiment,” Phys. Lett. B 800, 135092."
A172,AGOSTINI,Boger,2000,nucl-ex/9910016,,The Sudbury neutrino observatory,"Boger, J, et al. (SNO) (2000), “The Sudbury neutrino observatory,” Nucl. Instrum. Meth. A 449, 172-207, arXiv:nucl-ex/9910016."
A173,AGOSTINI,Bogner,2014,,,Nonperturbative shell-model interactions from the in-medium similarity renormalization group,"Bogner, S K, H. Hergert, J. D. Holt, A. Schwenk, S. Binder, A. Calci, J. Langhammer, and R. Roth (2014), “Nonperturbative shell-model interactions from the in-medium similarity renormalization group,” Phys. Rev. Lett. 113, 142501."
A174,AGOSTINI,Bogner,2012,,,High-momentum tails from low-momentum effective theories,"Bogner, S K, and D. Roscher (2012), “High-momentum tails from low-momentum effective theories,” Phys. Rev. C 86, 064304."
A175,AGOSTINI,Bohr,1953,,,,"Bohr, A, and B. R. Mottelson (1953), K. Dan. Vidensk. Selsk. Mat. Fys. Medd 27, 16."
A176,AGOSTINI,Bohr,1913,,,On the Constitution of Atoms and Molecules,"Bohr, N (1913), “On the Constitution of Atoms and Molecules,” Phil. Mag. Ser. 6 26, 1-24."
A177,AGOSTINI,Bolotnikov,1997,,,The spectroscopic properties of high-pressure xenon,"Bolotnikov, A, and B. Ramsey (1997), “The spectroscopic properties of high-pressure xenon,” Nuclear Instruments and Methods in Physics Research Section A: Accelerators, Spectrometers, Detectors and Associated Equipment 396 (3), 360-370."
A178,AGOSTINI,Bolotnikov,1997,,,The spectroscopic properties of high-pressure xenon,"Bolotnikov, A, and B. Ramsey (1997), “The spectroscopic properties of high-pressure xenon,” Nuclear Instruments and Methods in Physics Research A 396 (3), 360-370."
A179,AGOSTINI,Bolton,2021,2011.13387,,Two-Neutrino Double Beta Decay with Sterile Neutrinos,"Bolton, P D, F. F. Deppisch, Lukáš G., and F. Šimkovic (2021), “Two-Neutrino Double Beta Decay with Sterile Neutrinos,” Phys. Rev. D 103 (5), 055019, arXiv:2011.13387 [hep-ph]."
A180,AGOSTINI,Bolton,2020,1912.03058,,Neutrinoless double beta decay versus other probes of heavy sterile neutrinos,"Bolton, Patrick D, Frank F. Deppisch, and P. S. Bhupal Dev (2020), “Neutrinoless double beta decay versus other probes of heavy sterile neutrinos,” JHEP 03, 170, arXiv:1912.03058 [hep-ph]."
A181,AGOSTINI,Bolton,2022,2112.12658,,Neutrinoless double beta decay via light neutralinos in R-parity violating supersymmetry,"Bolton, Patrick D, Frank F. Deppisch, and P. S. Bhupal Dev (2022), “Neutrinoless double beta decay via light neutralinos in R-parity violating supersymmetry,” JHEP 03, 152, arXiv:2112.12658 [hep-ph]."
A182,AGOSTINI,Bonnet,2013,1212.3045,,Systematic decomposition of the neutrinoless double beta decay operator,"Bonnet, F, M. Hirsch, T. Ota, and W. Winter (2013), “Systematic decomposition of the neutrinoless double beta decay operator,” JHEP 03, 055, [Erratum: JHEP 04, 090 (2014)], arXiv:1212.3045 [hep-ph]."
A183,AGOSTINI,Bossio,2022,,,A review of exotic physics searches with double-beta decay,"Bossio, E, and M. Agostini (2022), “A review of exotic physics searches with double-beta decay,” To appear in September 2022."
A184,AGOSTINI,Bouet,2021,2007.02570,,R2D2 spherical TPC: first energy resolution results,"Bouet, R, et al. (2021), “R2D2 spherical TPC: first energy resolution results,” JINST 16 (03), P03012, arXiv:2007.02570 [physics.ins-det]."
A185,AGOSTINI,Brase,2021,2108.11805,,Neutrinoless doublebeta decay from an effective field theory for heavy nuclei,"Brase, Catharina, Javier Menéndez, Eduardo Antonio Coello Pérez, and Achim Schwenk (2021), “Neutrinoless doublebeta decay from an effective field theory for heavy nuclei,” arXiv:2108.11805 [nucl-th]."
A186,AGOSTINI,Brodzinski,1990,,,Further reduction of radioactive backgrounds in ultrasensitive germanium spectrometers,"Brodzinski, R L, H. S. Miley, J. H. Reeves, and F. T. Avignone (1990), “Further reduction of radioactive backgrounds in ultrasensitive germanium spectrometers,” Nucl. Instrum. Meth. A 292, 337-342."
A187,AGOSTINI,Brofferio,2018,1801.03580,,Contributed Review: The saga of neutrinoless double beta decay search with T eO2 thermal detectors,"Brofferio, C, and S. Dell’Oro (2018), “Contributed Review: The saga of neutrinoless double beta decay search with T eO2 thermal detectors,” Rev. Sci. Instrum. 89 (12), 121502, arXiv:1801.03580 [hep-ex]."
A188,AGOSTINI,Brofferio,2019,,,Neutrinoless Double Beta Decay Experiments With TeO2 Low-Temperature Detectors,"Brofferio, Chiara, Oliviero Cremonesi, and Stefano Dell’Oro (2019), “Neutrinoless Double Beta Decay Experiments With TeO2 Low-Temperature Detectors,” Front. in Phys. 7, 86."
A189,AGOSTINI,Brown,2001,,,The nuclear shell model towards the drip lines,"Brown, B A (2001), “The nuclear shell model towards the drip lines,” Prog. Part. Nucl. Phys. 47, 517-599."
A190,AGOSTINI,Brown,2014,,,Nuclear Structure Aspects of Neutrinoless Double-β Decay,"Brown, B A, M. Horoi, and R. A. Sen’kov (2014), “Nuclear Structure Aspects of Neutrinoless Double-β Decay,” Phys. Rev. Lett. 113, 262501."
A191,AGOSTINI,Brown,1987,,,Empirically optimum M1 operator for sd-shell nuclei,"Brown, B A, and B. H. Wildenthal (1987), “Empirically optimum M1 operator for sd-shell nuclei,” Nucl. Phys. A 474, 290-306."
A192,AGOSTINI,Brunner,2015,1412.1144,,An RF-only ion-funnel for extraction from high-pressure gases,"Brunner, T, et al. (2015), “An RF-only ion-funnel for extraction from high-pressure gases,” Int. J. Mass Spectrometry 379, 110-120, arXiv:1412.1144 [physics.ins-det]."
A193,AGOSTINI,Buccella,2012,1203.0829,,Squeezing out predictions with leptogenesis from SO(10),"Buccella, F, D. Falcone, C. S. Fong, E. Nardi, and G. Ricciardi (2012), “Squeezing out predictions with leptogenesis from SO(10),” Phys. Rev. D 86, 035012, arXiv:1203.0829 [hep-ph]."
A194,AGOSTINI,Buck,2019,1908.03334,,Novel Opaque Scintillator for Neutrino Detection,"Buck, C, B. Gramlich, and S. Schoppmann (2019), “Novel Opaque Scintillator for Neutrino Detection,” JINST 14 (11), P11007, arXiv:1908.03334 [physics.ins-det]."
A195,AGOSTINI,Butler,2001,,,Neutrino deuteron scattering in effective field theory at next-to-nextto-leading order,"Butler, M, J.-W. Chen, and X. Kong (2001), “Neutrino deuteron scattering in effective field theory at next-to-nextto-leading order,” Phys. Rev. C 63, 035501."
A196,AGOSTINI,Cabibbo,1963,,,Unitary Symmetry and Leptonic Decays,"Cabibbo, N (1963), “Unitary Symmetry and Leptonic Decays,” Meeting of the Italian School of Physics and Weak Interactions Bologna, Italy, April 26-28, 1984, Phys. Rev. Lett. 10, 531-533, [,648(1963)]."
A197,AGOSTINI,Cabrera,2019,1908.02859,,Neutrino Physics with an Opaque Detector,"Cabrera, A, et al. (2019), “Neutrino Physics with an Opaque Detector,” arXiv:1908.02859 [physics.ins-det]."
A198,AGOSTINI,Cacciapaglia,2022,2204.04514,,The W boson mass weighs in on the non-standard Higgs,"Cacciapaglia, Giacomo, and Francesco Sannino (2022), “The W boson mass weighs in on the non-standard Higgs,” Phys. Lett. B 832, 137232, arXiv:2204.04514 [hep-ph]."
A199,AGOSTINI,Caldwell,2006,physics/0608249,,Signal discovery in sparse spectra: A Bayesian analysis,"Caldwell, A, and K. Kroninger (2006), “Signal discovery in sparse spectra: A Bayesian analysis,” Phys. Rev. D 74, 092003, arXiv:physics/0608249."
A200,AGOSTINI,Caldwell,2017,1705.01945,,Global Bayesian analysis of neutrino mass data,"Caldwell, A, A. Merle, O. Schulz, and M. Totzauer (2017), “Global Bayesian analysis of neutrino mass data,” Phys. Rev. D 96 (7), 073001, arXiv:1705.01945 [hep-ph]."
A201,AGOSTINI,Calvez,2017,,,,"Calvez, S (2017), Development of reconstruction tools and sensitivity of the SuperNEMO demonstrator, Ph.D. thesis (Université Paris Saclay)."
A202,AGOSTINI,Capozzi,2021,2107.00532,,Unfinished fabric of the three neutrino paradigm,"Capozzi, F, E. Di Valentino, E. Lisi, A. Marrone, A. Melchiorri, and A. Palazzo (2021), “Unfinished fabric of the three neutrino paradigm,” Phys. Rev. D 104 (8), 083031, arXiv:2107.00532 [hep-ph]."
A203,AGOSTINI,Cappuzzello,2018,,,The NUMEN project: NUclear Matrix Elements for Neutrinoless double beta decay,"Cappuzzello, F, et al. (2018), “The NUMEN project: NUclear Matrix Elements for Neutrinoless double beta decay,” Eur. Phys. J. A 54, 72."
A204,AGOSTINI,Caravaca,2017,1610.02011,,Cherenkov and Scintillation Light Separation in Organic Liquid Scintillators,"Caravaca, J, F.B. Descamps, B.J. Land, M. Yeh, and G. D. Orebi Gann (2017), “Cherenkov and Scintillation Light Separation in Organic Liquid Scintillators,” Eur. Phys. J. C 77 (12), 811, arXiv:1610.02011 [physics.ins-det]."
A205,AGOSTINI,Caravaca,2020,2006.00173,,Characterization of water-based liquid scintillator for Cherenkov and scintillation separation,"Caravaca, J, B.J. Land, M. Yeh, and G.D. Orebi Gann (2020), “Characterization of water-based liquid scintillator for Cherenkov and scintillation separation,” Eur. Phys. J. C 80 (9), 867, arXiv:2006.00173 [physics.ins-det]."
A206,AGOSTINI,Carlson,2015,,,Quantum monte carlo methods for nuclear physics,"Carlson, J, S. Gandolfi, F. Pederiva, S. C. Pieper, R. Schiavilla, K. E. Schmidt, and R. B. Wiringa (2015), “Quantum monte carlo methods for nuclear physics,” Rev. Mod. Phys. 87, 1067-1118."
A207,AGOSTINI,Case,1957,,,Reformulation of the Majorana Theory of the Neutrino,"Case, K M (1957), “Reformulation of the Majorana Theory of the Neutrino,” Phys. Rev. 107, 307-316."
A208,AGOSTINI,Caurier,2005,,,The Shell model as unified view of nuclear structure,"Caurier, E, G. Martinez-Pinedo, F. Nowacki, A. Poves, and A. P. Zuker (2005), “The Shell model as unified view of nuclear structure,” Rev. Mod. Phys. 77, 427-488."
A209,AGOSTINI,Caurier,2008,,,Nuclear Structure Aspects of the Neutrinoless Double Beta Decay,"Caurier, E, F. Nowacki, and A. Poves (2008), “Nuclear Structure Aspects of the Neutrinoless Double Beta Decay,” Eur. Phys. J. A 36, 195-200."
A210,AGOSTINI,Caurier,2012,,,Shell Model description of the beta beta decay of 136Xe,"Caurier, E, F. Nowacki, and A. Poves (2012), “Shell Model description of the beta beta decay of 136Xe,” Phys. Lett. B 711, 62-64."
A211,AGOSTINI,Caurier,1990,,,A Full 0~ω description of the 2νββ decay of 48 Ca,"Caurier, E, A. P. Zuker, and A. Poves (1990), “A Full 0~ω description of the 2νββ decay of 48 Ca,” Phys. Lett. B 252, 13-17."
A212,AGOSTINI,Chadwick,1932,,,Possible Existence of a Neutron,"Chadwick, J (1932), “Possible Existence of a Neutron,” Nature 129, 312."
A213,AGOSTINI,Chadwick,1933,,,Bakerian lecture. the neutron,"Chadwick, J (1933), “Bakerian lecture. the neutron,” Proceedings Mathematical Physical and Engineering Sciences 142, 1-25."
A214,AGOSTINI,Chakrabortty,2012,1204.2527,,Neutrinoless double-β decay in TeV scale Left-Right symmetric models,"Chakrabortty, Joydeep, H. Zeen Devi, Srubabati Goswami, and Sudhanwa Patra (2012), “Neutrinoless double-β decay in TeV scale Left-Right symmetric models,” JHEP 08, 008, arXiv:1204.2527 [hep-ph]."
A215,AGOSTINI,Chambers,2019,1806.10694,,Imaging individual barium atoms in solid xenon for barium tagging in nEXO,"Chambers, C, et al. (nEXO) (2019), “Imaging individual barium atoms in solid xenon for barium tagging in nEXO,” Nature 569 (7755), 203-207, arXiv:1806.10694 [physics.insdet]."
A216,AGOSTINI,Chavarria,2017,1609.03887,,A high-resolution CMOS imaging detector for the search of neutrinoless double β decay in 82 Se,"Chavarria, A E, C. Galbiati, X. Li, and J. A. Rowlands (2017), “A high-resolution CMOS imaging detector for the search of neutrinoless double β decay in 82 Se,” JINST 12, P03022, arXiv:1609.03887 [physics.ins-det]."
A217,AGOSTINI,Chen,2017,1610.08883,,PandaX-III: Searching for neutrinoless double beta decay with high pressure136 Xe gas time projection chambers,"Chen, X, et al. (2017), “PandaX-III: Searching for neutrinoless double beta decay with high pressure136 Xe gas time projection chambers,” Sci. China Phys. Mech. Astron. 60 (6), 061011, arXiv:1610.08883 [physics.ins-det]."
A218,AGOSTINI,Chikovani,1963,,,A track spark chamber,"Chikovani, GE, V.A. Mikhailov, and V.N. Roinishvili (1963), “A track spark chamber,” Physics Letters 6 (3), 254-255."
A219,AGOSTINI,Choi,2002,hep-ph/0207180,,Operator analysis of neutrinoless double beta decay,"Choi, K, K. S. Jeong, and W. Y. Song (2002), “Operator analysis of neutrinoless double beta decay,” Phys.Rev.D 66, 093007, arXiv:hep-ph/0207180."
A220,AGOSTINI,Chuo,1993,,,,"Chuo, W T, B. H. Wildenthal, and B. A. Brown (1993), “,” Phys. Rev. C 47, 163."
A221,AGOSTINI,Cirigliano,2019,,,A renormalized approach to neutrinoless double-beta decay,"Cirigliano, V, W. Dekens, J. De Vries, M. L. Graesser, E. Mereghetti, S. Pastore, M. Piarulli, U. Van Kolck, and R. B. Wiringa (2019), “A renormalized approach to neutrinoless double-beta decay,” Phys. Rev. C 100, 055504."
A222,AGOSTINI,Cirigliano,2018,,,New Leading Contribution to Neutrinoless Double-β Decay,"Cirigliano, V, W. Dekens, J. De Vries, M. L. Graesser, E. Mereghetti, Saori Pastore, and Ubirajara Van Kolck (2018a), “New Leading Contribution to Neutrinoless Double-β Decay,” Phys. Rev. Lett. 120, 202001."
A223,AGOSTINI,Cirigliano,2018,,,Neutrinoless double-β decay in effective field theory: The light-Majorana neutrino-exchange mechanism,"Cirigliano, V, W. Dekens, E. Mereghetti, and A. Walker-Loud (2018b), “Neutrinoless double-β decay in effective field theory: The light-Majorana neutrino-exchange mechanism,” Phys. Rev. C 97, 065501."
A224,AGOSTINI,Cirigliano,2017,,,Neutrinoless double beta decay in chiral effective field theory: lepton number violation at dimension seven,"Cirigliano, V, W. Dekens, J. de Vries, M. L. Graesser, and E. Mereghetti (2017), “Neutrinoless double beta decay in chiral effective field theory: lepton number violation at dimension seven,” JHEP 12, 082."
A225,AGOSTINI,Cirigliano,2018,,,A neutrinoless double beta decay master formula from effective field theory,"Cirigliano, V, W. Dekens, J. de Vries, M. L. Graesser, and E. Mereghetti (2018c), “A neutrinoless double beta decay master formula from effective field theory,” JHEP 12, 097."
A226,AGOSTINI,Cirigliano,2021,,,Determining the leading-order contact term in neutrinoless double β decay,"Cirigliano, V, W. Dekens, J. de Vries, M. Hoferichter, and E. Mereghetti (2021a), “Determining the leading-order contact term in neutrinoless double β decay,” JHEP 05, 289, 2102.03371."
A227,AGOSTINI,Cirigliano,2021,,,Toward Complete Leading-Order Predictions for Neutrinoless Double β Decay,"Cirigliano, V, W. Dekens, J. de Vries, M. Hoferichter, and E. Mereghetti (2021b), “Toward Complete Leading-Order Predictions for Neutrinoless Double β Decay,” Phys. Rev. Lett. 126, 172002, 2012.11602."
A228,AGOSTINI,Cirigliano,2022,2207.01085,,Towards Precise and Accurate Calculations of Neutrinoless Double-Beta Decay: Project Scoping Workshop Report,"Cirigliano, V, et al. (2022), “Towards Precise and Accurate Calculations of Neutrinoless Double-Beta Decay: Project Scoping Workshop Report,” arXiv:2207.01085 [nucl-th]."
A229,AGOSTINI,Clemenza,2018,,10.1007/s10967-,Low background neutron activation: a high sensitivity technique for long-lived radionuclides determination in rare events physics experiments,"Clemenza, M (2018), “Low background neutron activation: a high sensitivity technique for long-lived radionuclides determination in rare events physics experiments,” Journal of Radioanalytical and Nuclear Chemistry 10.1007/s10967- 018-6333-z."
A230,AGOSTINI,Cleveland,1998,,,Measurement of the solar electron neutrino flux with the Homestake chlorine detector,"Cleveland, B T, Timothy Daily, Raymond Davis, Jr., James R. Distel, Kenneth Lande, C. K. Lee, Paul S. Wildenhain, and Jack Ullman (1998), “Measurement of the solar electron neutrino flux with the Homestake chlorine detector,” Astrophys. J. 496, 505-526."
A231,AGOSTINI,Cleveland,1975,,,Lepton Conservation in the Double beta Decay of Se-82,"Cleveland, B T, W. R. Leo, C. S. Wu, L. R. Kasday, A. M. Rushton, P. J. Gollon, and J. D. Ullman (1975), “Lepton Conservation in the Double beta Decay of Se-82,” Phys. Rev. Lett. 35, 757-760."
A232,AGOSTINI,Coello Pérez,2018,,,Gamow-Teller and double-β decays of heavy nuclei within an effective theory,"Coello Pérez, E A, J. Menéndez, and A. Schwenk (2018), “Gamow-Teller and double-β decays of heavy nuclei within an effective theory,” Phys. Rev. C 98, 045501."
A233,AGOSTINI,Coello Pérez,2019,,,Two-neutrino double electron capture on 124 Xe based on an effective theory and the nuclear shell model,"Coello Pérez, E A, J. Menéndez, and A. Schwenk (2019), “Two-neutrino double electron capture on 124 Xe based on an effective theory and the nuclear shell model,” Phys. Lett. B 797, 134885."
A234,AGOSTINI,Conti,2003,hep-ex/0303008,,Correlated fluctuations between luminescence and ionization in liquid xenon,"Conti, E, et al. (EXO-200) (2003), “Correlated fluctuations between luminescence and ionization in liquid xenon,” Phys. Rev. B 68, 054201, arXiv:hep-ex/0303008."
A235,AGOSTINI,Coraggio,2019,,,Renormalization of the Gamow- Teller operator within the realistic shell model,"Coraggio, L, L. De Angelis, T. Fukui, A. Gargano, N. Itaco, and F. Nowacki (2019), “Renormalization of the Gamow- Teller operator within the realistic shell model,” Phys. Rev. C 100, 014316."
A236,AGOSTINI,Coraggio,2020,,,The calculation of the neutrinoless double-beta decay matrix element within the realistic shell model,"Coraggio, L, A. Gargano, N. Itaco, R. Mancino, and F. Nowacki (2020), “The calculation of the neutrinoless double-beta decay matrix element within the realistic shell model,” Phys. Rev. C 101, 044315, 2001.00890."
A237,AGOSTINI,Coraggio,2022,,,Shell-model calculation of Mo double-β decay,"Coraggio, L, N. Itaco, G. De Gregorio, A. Gargano, R. Mancino, and F. Nowacki (2022), “Shell-model calculation of Mo double-β decay,” Phys. Rev. C 105, 034312."
A238,AGOSTINI,Cousins,1995,,,Why isn’t every physicist a Bayesian?,"Cousins, R D (1995), “Why isn’t every physicist a Bayesian?” Am. J. Phys. 63, 398."
A239,AGOSTINI,Cowan,1956,,,Detection of the free neutrino: A Confirmation,"Cowan, C L, F. Reines, F. B. Harrison, H. W. Kruse, and A. D. McGuire (1956), “Detection of the free neutrino: A Confirmation,” Science 124, 103-104."
A240,AGOSTINI,Cowan,2011,1007.1727,,Asymptotic formulae for likelihood-based tests of new physics,"Cowan, G, K. Cranmer, E. Gross, and O. Vitells (2011), “Asymptotic formulae for likelihood-based tests of new physics,” Eur. Phys. J. C 71, 1554, [Erratum: Eur.Phys.J.C 73, 2501 (2013)], arXiv:1007.1727 [physics.data-an]."
A241,AGOSTINI,Crane,1938,,,New experimental evidence for the existence of a neutrino,"Crane, H R, and J. Halpern (1938), “New experimental evidence for the existence of a neutrino,” Phys. Rev. 53, 789- 794."
A242,AGOSTINI,Crane,1939,,,Further experiments on the recoil of the nucleus in beta-decay,"Crane, H R, and J. Halpern (1939), “Further experiments on the recoil of the nucleus in beta-decay,” Phys. Rev. 56, 232-237."
A243,AGOSTINI,Cremonesi,2014,1310.4692,,Challenges in Double Beta Decay,"Cremonesi, O, and M. Pavan (2014), “Challenges in Double Beta Decay,” Adv. High Energy Phys. 2014, 951432, arXiv:1310.4692 [physics.ins-det]."
A244,AGOSTINI,Cruz-Torres,2018,,,Short range correlations and the isospin dependence of nuclear correlation functions,"Cruz-Torres, R, A. Schmidt, G. A. Miller, L. B. Weinstein, N. Barnea, R. Weiss, E. Piasetzky, and O. Hen (2018), “Short range correlations and the isospin dependence of nuclear correlation functions,” Phys. Lett. B 785, 304-308."
A245,AGOSTINI,Cruz-Torres,2021,,,Many-body factorization and position-momentum equivalence of nuclear short-range correlations,"Cruz-Torres, R, et al. (2021), “Many-body factorization and position-momentum equivalence of nuclear short-range correlations,” Nature Phys. 17, 306-310."
A246,AGOSTINI,Dafinei,2017,1702.05877,,Production of 82Se enriched Zinc Selenide (ZnSe) crystals for the study of neutrinoless double beta decay,"Dafinei, I, et al. (2017), “Production of 82Se enriched Zinc Selenide (ZnSe) crystals for the study of neutrinoless double beta decay,” J. Cryst. Growth 475, 158-170, arXiv:1702.05877 [physics.ins-det]."
A247,AGOSTINI,D’Alise,2022,2204.03686,,"Standard model anomalies: Lepton flavour non-universality, g-2 and W-mass","D’Alise, Alessandra, et al. (2022), “Standard model anomalies: Lepton flavour non-universality, g-2 and W-mass,” arXiv:2204.03686 [hep-ph]."
A248,AGOSTINI,Danevich,1995,,,The Research of double beta decay of Cd-116 with enriched Cd-116WO-4 crystal scintillators,"Danevich, F A, A. Sh. Georgadze, V. V. Kobychev, B. N. Kropivyansky, V. N. Kuts, A. S. Nikolaiko, V. I. Tretyak, and Yu. Zdesenko (1995), “The Research of double beta decay of Cd-116 with enriched Cd-116WO-4 crystal scintillators,” Phys. Lett. B 344, 72-78."
A249,AGOSTINI,Dassie,1995,,,Two neutrino double beta decay measurement of Mo-100,"Dassie, D, et al. (NEMO) (1995), “Two neutrino double beta decay measurement of Mo-100,” Phys. Rev. D 51, 2090- 2100."
A250,AGOSTINI,Davis,1952,,,Nuclear recoil following neutrino emission from beryllium 7,"Davis, R (1952), “Nuclear recoil following neutrino emission from beryllium 7,” Phys. Rev. 86, 976-985."
A251,AGOSTINI,Davis,1955,,,"Attempt to detect the antineutrinos from a nuclear reactor by the Cl37(anti-nu,e-) A37 reaction","Davis, Jr, R (1955), “Attempt to detect the antineutrinos from a nuclear reactor by the Cl37(anti-nu,e-) A37 reaction,” Phys. Rev. 97, 766-769."
A252,AGOSTINI,Davoudi,2021,,,Path from Lattice QCD to the Short-Distance Contribution to 0νββ Decay with a Light Majorana Neutrino,"Davoudi, Z, and S. V. Kadam (2021), “Path from Lattice QCD to the Short-Distance Contribution to 0νββ Decay with a Light Majorana Neutrino,” Phys. Rev. Lett. 126, 152003, 2012.02083."
A253,AGOSTINI,Davoudi,2021,2008.11160,,Nuclear matrix elements from lattice QCD for electroweak and beyond-Standard-Model processes,"Davoudi, Zohreh, William Detmold, Kostas Orginos, Assumpta Parreño, Martin J. Savage, Phiala Shanahan, and Michael L. Wagman (2021), “Nuclear matrix elements from lattice QCD for electroweak and beyond-Standard-Model processes,” Phys. Rept. 900, 1-74, arXiv:2008.11160 [hep-lat]."
A254,AGOSTINI,Davoudi,2022,,,Extraction of low-energy constants of single- and double-β decays from lattice QCD: A sensitivity analysis,"Davoudi, Zohreh, and Saurabh V. Kadam (2022), “Extraction of low-energy constants of single- and double-β decays from lattice QCD: A sensitivity analysis,” Phys. Rev. D 105, 094502."
A255,AGOSTINI,Day,2003,,,A broadband superconducting detector suitable for use in large arrays,"Day, P, H. Leduc, B. Mazin, A. Vayonakis, and J. Zmuidzinas (2003), “A broadband superconducting detector suitable for use in large arrays,” Nature 425, 817-21."
A256,AGOSTINI,De Bianchi,2018,,,Rethinking antiparticles. Hermann Weyl’s contribution to neutrino physics,"De Bianchi, S (2018), “Rethinking antiparticles. Hermann Weyl’s contribution to neutrino physics,” Stud. Hist. Phil. Sci. B 61, 68-79."
A257,AGOSTINI,De Silva,1997,nucl-ex/9706005,,Double beta decays of Mo-100 and Nd-150,"De Silva, A S, M. K. Moe, M. A. Nelson, and M. A. Vient (1997), “Double beta decays of Mo-100 and Nd-150,” Phys. Rev. C 56, 2451-2467, arXiv:nucl-ex/9706005."
A258,AGOSTINI,Decamp,1990,,,A precise determination of the number of families with light neutrinos and of the z boson partial widths,"Decamp, D, et al. (ALEPH) (1990), “A precise determination of the number of families with light neutrinos and of the z boson partial widths,” Phys.Lett.B 235, 399-411."
A259,AGOSTINI,Dekens,2020,,,Sterile neutrinos and neutrinoless double beta decay in effective field theory,"Dekens, Wouter, Jordy de Vries, Kaori Fuyuto, Emanuele Mereghetti, and Guanghui Zhou (2020), “Sterile neutrinos and neutrinoless double beta decay in effective field theory,” JHEP 06, 097."
A260,AGOSTINI,Delaquis,2018,1804.09641,,Deep Neural Networks for Energy and Position Reconstruction in EXO-200,"Delaquis, S, et al. (EXO) (2018), “Deep Neural Networks for Energy and Position Reconstruction in EXO-200,” JINST 13 (08), P08023, arXiv:1804.09641 [physics.ins-det]."
A261,AGOSTINI,Dell’Oro,2015,1505.02722,,The contribution of light Majorana neutrinos to neutrinoless double beta decay and cosmology,"Dell’Oro, S, S. Marcocci, M. Viel, and F. Vissani (2015), “The contribution of light Majorana neutrinos to neutrinoless double beta decay and cosmology,” JCAP 12, 023, arXiv:1505.02722 [hep-ph]."
A262,AGOSTINI,Dell’Oro,2016,1601.07512,,Neutrinoless double beta decay: 2015 review,"Dell’Oro, S, S. Marcocci, M. Viel, and F. Vissani (2016), “Neutrinoless double beta decay: 2015 review,” Adv. High Energy Phys. 2016, 2162659, arXiv:1601.07512 [hep-ph]."
A263,AGOSTINI,Dell’Oro,2018,,,Search for creation of electrons in lab,"Dell’Oro, S, S. Marcocci, and F. Vissani (2018a), “Search for creation of electrons in lab,” in Search for creation of electrons in lab, Vol. 1056, p. 012059."
A264,AGOSTINI,Dell’Oro,2018,1710.06732,,Testing creation of matter with neutrinoless double beta decay,"Dell’Oro, S, S. Marcocci, and F. Vissani (2018b), “Testing creation of matter with neutrinoless double beta decay,” in Testing creation of matter with neutrinoless double beta decay, Vol. NEUTEL2017 (SISSA) p. 030, arXiv:1710.06732 [hep-ph]."
A265,AGOSTINI,Dentler,2018,1803.10661,,Updated global analysis of neutrino oscillations in the presence of ev-scale sterile neutrinos,"Dentler, M, A. Hernandez-Cabezudo, J. Kopp, P. A.N. Machado, M. Maltoni, I. Martinez-Soler, and T. Schwetz (2018), “Updated global analysis of neutrino oscillations in the presence of ev-scale sterile neutrinos,” JHEP 08, 010, arXiv:1803.10661 [hep-ph]."
